Index,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Phil_U,Sev_Z,Chapitre, Type, Conserver, Revoir,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Phil_U,Sev_Z,Notes
2814,proçesion,devoçión,ø,proçessión,devoçión,proçesión,ø,procession,20,glose,Oui, Non,1,2,NA,1,2,1,NA,1,
2815,quando,quandol,ø,quando,quando,quando,ø,quando,20,glose,Non, Non,2,1,NA,2,2,2,NA,2,
2816,que,quél,ø,que,que,que,ø,que,20,glose,Non, Non,2,1,NA,2,2,2,NA,2,
2817,auija,avía,ø,avía,avía,avía,ø,auia,20,glose,Non, Non,1,2,NA,2,2,2,NA,2,
2818,aparesçido,aparesçido,ø,apareçido,paresçido,aparesçido,ø,aparescido,20,glose,Non, Non,1,1,NA,1,2,1,NA,1,
2819,fizole,fízol,ø,fízole,fízole,fízole,ø,fizole,20,glose,Non, Non,2,1,NA,2,2,2,NA,2,
2820,los,sus,ø,sus,sus,sus,ø,los,20,glose,Non, Non,2,1,NA,1,1,1,NA,2,
2821,suyos,algos,ø,algos,algos,algos,ø,suyos,20,glose,Oui, Non,2,1,NA,1,1,1,NA,2,
2822,la,la,ø,la,la,al,ø,la,20,glose,Non, Non,2,2,NA,2,2,1,NA,2,
2823,para,a,ø,para,a,para,ø,para,20,glose,Non, Non,1,2,NA,1,2,1,NA,1,
2824,cuenta,cuento,ø,cuenta,cuento,cuenta,ø,cuenta,20,glose,Non, Non,2,1,NA,2,1,2,NA,2,
2825,es,el,ø,el,El,el,ø,El,20,glose,Non, Non,1,2,NA,2,2,2,NA,2,
2826,mas,moço,ø,mas,moço,mas,ø,mas,20,glose,Non, Non,2,1,NA,2,1,2,NA,2,
2827,menospreçiar,despreçiar,ø,despreçiar,despreçiar,despresçiar,ø,menospreciar,20,glose,Oui, Non,1,2,NA,2,2,2,NA,1,
2828,contar,catar,ø,catar,catar,catar,ø,catar,20,glose,Non, Non,1,2,NA,2,2,2,NA,2,
2829,arbol,árbol,ø,árbol,árvol,árbol,ø,fructa,20,glose,Non, Non,2,2,NA,2,2,2,NA,1,
2830,Onde,Onde,ø,onde,onde,Onde,ø,Onde,20,glose,Non, Non,2,2,NA,1,1,2,NA,2,
2831,aparatos,aparados,ø,aparatos,aparados,aparatos,ø,aparatos,20,glose,Non, Non,1,2,NA,1,2,1,NA,1,
2832,torrnate,torna,ø,tórnate,tórnate,torrnate,ø,tornate,20,glose,Non, Non,1,2,NA,1,1,1,NA,1,
2833,donas,donas,ø,donas,donas,donas,ø,dones,20,glose,Non, Non,1,1,NA,1,1,1,NA,2,
2834,quales,quales,ø,quales,quales,cuales,ø,quales,20,glose,Non, Non,2,2,NA,2,2,1,NA,2,
2835,vn,un,ø,un,un,un,ø,vn,20,glose,Non, Non,1,1,NA,1,1,1,NA,1,
2836,que,que,ø,que,X,que,ø,que,20,glose,Non, Non,2,2,NA,2,1,2,NA,2,
2837,lo,le,ø,lo,lo,lo,ø,lo,20,glose,Non, Non,2,1,NA,2,2,2,NA,2,
2838,enel,en,ø,en,en,en,ø,en,20,glose,Non, Non,2,1,NA,1,1,1,NA,1,
2839,tu,te,ø,tú,te,tu,ø,tu,20,glose,Non, Non,2,1,NA,2,1,2,NA,2,
2840,a,de,ø,a,de,a,ø,a,20,glose,Non, Non,1,2,NA,1,2,1,NA,1,
2841,a,a,ø,a,a,que,ø,a,20,glose,Non, Non,2,2,NA,2,2,1,NA,2,
2842,te,te,ø,te,de,te,ø,te,20,glose,Non, Non,1,1,NA,1,2,1,NA,1,
2843,metan,me,ø,metan,me,metan,ø,metan,20,glose,Non, Non,2,1,NA,2,1,2,NA,2,
2844,muerto,muerto,ø,muerte,muerto,muerte,ø,muerto,20,glose,Non, Non,1,1,NA,2,1,2,NA,1,
2845,fuertemente,fuertemente,ø,fuerte,fuertemente,fuerte,ø,fuertemente,20,glose,Non, Non,2,2,NA,1,2,1,NA,2,
2846,desta,esta,ø,desta,desta,desta,ø,desta,20,glose,Non, Non,1,2,NA,1,1,1,NA,1,
2847,de,de,ø,del,del,del,ø,de,20,glose,Non, Non,2,2,NA,1,1,1,NA,2,
2848,la,La,ø,La,sobredicho,La,ø,La,20,glose,Non, Non,1,1,NA,1,2,1,NA,1,
2849,esta,las,ø,esta,las,esta,ø,esta,20,glose,Non, Non,2,1,NA,2,1,2,NA,2,
2850,enbiola,enbiólas,ø,enbióla,enbiólas,enbióla,ø,embiola,20,glose,Non, Non,3,1,NA,3,1,3,NA,2,
2851,los,sus,ø,sus,sus,los,ø,los,20,glose,Non, Non,2,1,NA,1,1,2,NA,2,
2852,con,con,ø,con,a,con,ø,con,20,glose,Non, Non,2,2,NA,2,1,2,NA,2,
2853,seysçientas,seysçientas,ø,seysçientas,quarenta,seysçientos,ø,seyscientas,20,glose,Non, Non,3,3,NA,3,1,2,NA,3,
2854,ø,días,ø,ø,jornadas,ø,ø,ø,20,glose,Non, Non,0,2,NA,0,1,0,NA,0,
2855,menos,menos,ø,menos,pocos,menos,ø,menos,20,glose,Non, Non,1,1,NA,1,2,1,NA,1,
2856,aprouados,provados,ø,provados,provados,provados,ø,aprouados,20,glose,Non, Non,2,1,NA,1,1,1,NA,2,
2857,gardian,Gordián,ø,Guardián,Gordián,Guardián,ø,guardian,20,glose,Non, Non,1,2,NA,3,2,3,NA,3,
2858,llamanlos,llámanles,ø,llámanles,llámanlo,llámanlos,ø,llamanlos,20,glose,Non, Non,1,3,NA,3,2,1,NA,1,
2859,enel,en,ø,en,en,en,ø,en,20,glose,Non, Non,2,1,NA,1,1,1,NA,1,
2860,non,nol,ø,non,non,non,ø,no,20,glose,Non, Non,1,2,NA,1,1,1,NA,1,
2861,al,la,ø,la,la,la,ø,al,20,glose,Non, Non,2,1,NA,1,1,1,NA,2,
2862,cortolo,cortól,ø,cortólo,cortólo,cortólo,ø,cortolo,20,glose,Non, Non,2,1,NA,2,2,2,NA,2,
2863,sus,los,ø,sus,los,sus,ø,sus,20,glose,Non, Non,1,2,NA,1,2,1,NA,1,
2864,Ca,ca,ca,Ca,ca,que,ø,ca,20,glose,Non, Non,1,1,1,1,1,2,NA,1,
2865,fados,fados,fados,fados,sabios,fados,ø,fados,20,glose,Oui, Non,2,2,2,2,1,2,NA,2,
2866,fuese,fuése,fuese,fuesse,fuése,fuése,ø,fuese,20,glose,Non, Non,2,1,2,3,1,1,NA,2,
2867,enpos,pos,pos,pos,pos,pos,ø,pos,20,glose,Non, Non,2,1,1,1,1,1,NA,1,
2868,el,dél,dél,él,el,él,ø,el,20,glose,Non, Non,3,1,1,2,3,2,NA,3,
2869,leguas,leguas,leguas,leguas,rrey,leguas,ø,leguas,20,glose,Non, Non,2,2,2,2,1,2,NA,2,
2870,envndia,cada,ø,un,cada,un,ø,vn,20,glose,Non, Non,2,3,0,1,3,1,NA,1,
2871,cuydandolo,cuydándolo,cuydando,cuydandolo,cuydándolo,cuydandolo,ø,cuydandolo,20,glose,Non, Non,2,2,1,2,2,2,NA,2,
2872,elalço,dél,dél,él,dél,dél,ø,del,20,glose,Non, Non,3,1,1,2,1,1,NA,1,
2873,allegaua,llegava,allegava,llegava,llegava,llegava,ø,allegaua,20,glose,Non, Non,1,2,1,2,2,2,NA,1,
2874,çiliçia,Çeçilia,Çeçilia,Çiliçia,Çeçilia,Çiçilia,ø,cilicia,20,glose,Non, Non,3,1,1,4,1,2,NA,5,
2875,enbiole,enbió,enbióle,enbióle,enbió,enbió,ø,embio,20,glose,Non, Non,3,1,3,3,1,1,NA,2,
2876,tomarle,tomar,tomar,tomarle,tomar,tomarle,ø,tomarle,20,glose,Non, Non,2,1,1,2,1,2,NA,2,
2877,fazienda,guerra,fazienda,fazienda,guerra,fazienda,ø,fazienda,20,glose,Oui, Non,2,1,2,2,1,2,NA,2,
2878,priso,prisó,prisó,presó,priso,priso,ø,priso,20,glose,Non, Non,1,1,1,2,1,1,NA,1,
2879,la,la,la,la,su,la,ø,la,20,glose,Non, Non,2,2,2,2,1,2,NA,2,
2880,honrradamente,honrradamente,honrradamente,onrradamente,onrradamente,honrradamente,ø,honrradamente,20,glose,Non, Non,2,2,2,1,1,2,NA,2,
2881,alli,ý,allí,allí,ý,allí,ø,alli,20,glose,Non, Non,2,1,2,2,1,2,NA,2,
2882,cuenta,ø,cuento,cuenta,ø,cuenta,ø,cuenta,20,glose,Non, Non,2,0,1,2,0,2,NA,2,
2883,lo,lo,le,lo,lo,lo,ø,lo,20,glose,Non, Non,1,1,2,1,1,1,NA,1,
2884,fuyo,fuése,fuxó,fuyó,fuese,fuyó,ø,fuyo,20,glose,Non, Non,2,1,2,2,1,2,NA,2,
2885,ø,xxi,xxi°,xxi,·xxi·,xxi°,ø,.xxj.,21,,Non, Non,0,1,2,1,3,2,NA,1,
2886,ø,son,ø,ø,son,se,ø,ø,21,,Non, Non,0,2,0,0,2,1,NA,0,
2887,De,de,de,de,de,pueden,ø,de,21,,Non, Non,2,2,2,2,2,1,NA,2,
2888,la,basteçer,la,la,bastesçer,defender,ø,la,21,,Non, Non,1,3,1,1,3,2,NA,1,
2889,onrra,las,honrra,onrra,las,las,ø,honrra,21,,Non, Non,1,2,1,1,2,2,NA,1,
2890,que,çibdades,que,que,çibdades,fortalezas,ø,que,21,,Non, Non,1,2,1,1,2,3,NA,1,
2891,fizo,o,fizo,fizo,o,sin,ø,fizo,21,,Non, Non,2,3,2,2,3,1,NA,2,
2892,alexandre,las,Alexander,Alexandre,las,las,ø,alexandre,21,,Non, Non,1,2,1,1,2,2,NA,1,
2893,a,fortalezas,a,a,fortalezas,ø,ø,a,21,,Non, Non,2,1,2,2,1,0,NA,2,
2894,la,por,la,la,para,ø,ø,la,21,,Non, Non,1,2,1,1,3,0,NA,1,
2895,muger,que,muger,muger,que,que,ø,muger,21,,Non, Non,2,1,2,2,1,1,NA,2,
2896,de,se,de,de,se,de,ø,de,21,,Non, Non,2,1,2,2,1,2,NA,2,
2897,dario,puedan,Darío,Darío,puedan,suso,ø,dario,21,,Non, Non,1,2,1,1,2,3,NA,1,
2898,ø,defender,ø,finó,defender,dichas,ø,ø,21,,Non, Non,0,2,0,1,2,3,NA,0,
2899,ø,por,ø,ø,para,ø,ø,ø,21,traduction,Non, Non,0,1,0,0,2,0,NA,0,
2900,ø,Et,ø,ø,En,ø,ø,ø,21,traduction,Non, Non,0,2,0,0,1,0,NA,0,
2901,ø,porque,ø,ø,que,ø,ø,ø,21,traduction,Non, Non,0,2,0,0,1,0,NA,0,
2902,ø,levar,ø,ø,llevar,ø,ø,ø,21,traduction,Non, Non,0,1,0,0,2,0,NA,0,
2903,ø,salarlas,ø,ø,salgarlas,ø,ø,ø,21,traduction,Non, Non,0,1,0,0,2,0,NA,0,
2904,ø,çisternas,ø,ø,,ø,ø,ø,21,traduction,Non, Non,0,2,0,0,1,0,NA,0,
2905,ø,fuere,ø,ø,fuera,ø,ø,ø,21,traduction,Non, Non,0,1,0,0,2,0,NA,0,
2906,ø,foradándolos,ø,ø,foraçándolos,ø,ø,ø,21,traduction,Non, Non,0,2,0,0,1,0,NA,0,
2907,ø,libro,ø,ø,primero,ø,ø,ø,21,traduction,Non, Non,0,2,0,0,1,0,NA,0,
2908,ø,atraher,ø,ø,traer,ø,ø,ø,21,traduction,Non, Non,0,2,0,0,1,0,NA,0,
2909,ø,el,ø,ø,quel,ø,ø,ø,21,traduction,Non, Non,0,1,0,0,2,0,NA,0,
2910,ø,al,ø,ø,a,ø,ø,ø,21,traduction,Non, Non,0,1,0,0,2,0,NA,0,
2911,ø,iii°,ø,ø,lo,ø,ø,ø,21,traduction,Non, Non,0,2,0,0,1,0,NA,0,
2912,ø,tener,ø,ø,poner,ø,ø,ø,21,traduction,Non, Non,0,2,0,0,1,0,NA,0,
2913,ø,ellos,ø,ø,sobrellos,ø,ø,ø,21,traduction,Non, Non,0,2,0,0,1,0,NA,0,
2914,contar,notar,contar,contar,notar,contar,ø,contar,21,glose,Non, Non,2,1,2,2,1,2,NA,2,
2915,Judios,Judíos,judíos,judíos,judíos,judíos,ø,indios,21,glose,Oui, Non,2,2,2,2,2,2,NA,1,
2916,de,de,de,de,de,de,ø,gran,21,glose,Oui, Non,1,1,1,1,1,1,NA,2,
2917,gerusalem,Jerusalén,Gerusalén,Jherusalém,Iherusalém,Iherusalem,ø,pintor,21,glose,Oui, Non,1,1,1,1,1,1,NA,2,
2918,ø,granados,ø,ø,grandes,ø,ø,ø,21,glose,Non, Non,0,2,0,0,1,0,NA,0,
2919,enel,en,en,en,ø,en,ø,en,21,glose,Non, Non,1,2,2,2,0,2,NA,2,
2920,profetas,profeçias,profetas,prophetas,profeçías,Profetas,ø,profetas,21,glose,Non, Non,1,2,1,1,2,1,NA,1,
2921,do,de,do,do,de,Do,ø,do,21,glose,Non, Non,2,3,2,2,3,1,NA,2,
2922,pinto,Pitón,pintó,pintó,Pitón,pintó,ø,pinto,21,glose,Non, Non,1,2,1,1,2,1,NA,1,
2923,de,de,de,de,del,del,ø,de,21,glose,Non, Non,2,2,2,2,1,1,NA,2,
2924,conto,contó,contó,pintó,contó,pintó,ø,pinto,21,glose,Oui, Non,2,2,2,1,2,1,NA,1,
2925,y,ý,aý,ý,ý,ý,ø,y,21,glose,Non, Non,2,2,1,2,2,2,NA,2,
2926,enel,en,en,en,en,en,ø,en,21,glose,Non, Non,2,1,1,1,1,1,NA,1,
2927,quarenta,quarenta,quarenta,quarenta,sesenta,quarenta,ø,quarenta,21,glose,Non, Non,2,2,2,2,1,2,NA,2,
2928,en,en,de,de,de,de,ø,de,21,glose,Non, Non,2,2,1,1,1,1,NA,1,
2929,cibdad,ø,ø,ø,tierras,ø,ø,ø,21,glose,Non, Non,2,0,0,0,1,0,NA,0,
2930,do,do,do,Do,Do,do,ø,do,21,glose,Non, Non,2,2,2,1,1,2,NA,2,
2931,allegado,llegado,allegado,allegado,llegado,allegado,ø,allegado,21,glose,Non, Non,2,1,2,2,1,2,NA,2,
2932,aconseio,consejo,consejo,consejo,consejo,consejo,ø,consejo,21,glose,Non, Non,2,1,1,1,1,1,NA,1,
2933,los,les,los,los,los,los,ø,los,21,glose,Non, Non,1,2,1,1,1,1,NA,1,
2934,dixolos,,dexólos,dexólos,dexólos,dexólos,ø,dexolos,21,glose,Non, Non,3,1,2,2,2,2,NA,2,
2935,cuydando,cuydando,pensando,cuydando,cuydando,cuydando,ø,cuydando,21,glose,Non, Non,1,1,2,1,1,1,NA,1,
2936,durmiose,adurmióse,dormióse,durmiósse,adurmióse,durmióse,ø,durmiose,21,glose,Non, Non,1,2,1,1,2,1,NA,1,
2937,lo,lo,lo,lo,le,lo,ø,lo,21,glose,Non, Non,2,2,2,2,1,2,NA,2,
2938,le,se,se,se,se,se,ø,se,21,glose,Non, Non,2,1,1,1,1,1,NA,1,
2939,lo,le,lo,le,los,le,ø,lo,21,glose,Non, Non,2,3,2,3,1,3,NA,2,
2940,rey,rrey,rey,rey,Alixandre,rey,ø,rey,21,glose,Oui, Non,1,1,1,1,2,1,NA,1,
2941,temiendo,temiendo,teniendo,teniendo,temiendo,teniendo,ø,temiendo,21,glose,Non, Non,1,1,2,2,1,2,NA,1,
2942,quando,quanto,quando,quando,quando,quando,ø,quando,21,glose,Non, Non,1,2,1,1,1,1,NA,1,
2943,lo,le,lo,lo,lo,lo,ø,lo,21,glose,Non, Non,1,2,1,1,1,1,NA,1,
2944,estar,estar,estar,estar,estar,esta,ø,estar,21,glose,Non, Non,1,1,1,1,1,2,NA,1,
2945,enel,en,en,en,en,en,ø,en,21,glose,Non, Non,2,1,1,1,1,1,NA,1,
2946,demando,demandó,deuxando,demandó,demandó,demandó,ø,demando,21,glose,Non, Non,2,2,1,2,2,2,NA,2,
2947,mas,et,ø,ø,e,ø,ø,mas,21,glose,Non, Non,1,3,0,0,2,0,NA,1,
2948,,aquella,aquella,aquélla,aquella,aquella,ø,aquella,21,glose,Non, Non,1,2,2,2,2,2,NA,2,
2949,acometer,acometer,acometer,acometer,acometer,cometer,ø,acometer,21,glose,Non, Non,1,1,1,1,1,2,NA,1,
2950,cauallero,cavallo,cavallero,cavallero,cavallero,cavallero,ø,cauallero,21,glose,Non, Non,1,2,1,1,1,1,NA,1,
2951,saber,saber,saber,saber,ver,saber,ø,saber,21,glose,Non, Non,2,2,2,2,1,2,NA,2,
2952,prouo,provó,provó,provó,vido,provó,ø,prouo,21,glose,Oui, Non,2,2,2,2,1,2,NA,2,
2953,enellos,ellos,ello,ellos,ellos,ellos,ø,ellos,21,glose,Non, Non,2,3,1,3,3,3,NA,3,
2954,eñllos,ellos,ellos,ellos,ellos,ellos,ø,ellos,21,glose,Non, Non,2,1,1,1,1,1,NA,1,
2955,en,en,en,en,en,de,ø,en,21,glose,Non, Non,1,1,1,1,1,2,NA,1,
2956,quanto,quanto,quanto,quanto,quando,quanto,ø,quanto,21,glose,Non, Non,2,2,2,2,1,2,NA,2,
2957,e,Ca,e,e,Ca,e,ø,e,21,glose,Non, Non,2,1,2,2,1,2,NA,2,
2958,dioles,díxoles,díxoles,díxoles,díxoles,díxoles,ø,dixoles,21,glose,Non, Non,2,1,1,1,1,1,NA,1,
2959,seguidme,seguidme,seguidme,seguitme,segidme,seguidme,ø,seguidme,21,glose,Non, Non,1,1,1,1,2,1,NA,1,
2960,cauallo,cavallo,cavallo,cavallo,cavallero,cavallo,ø,cauallo,21,glose,Oui, Non,2,2,2,2,1,2,NA,2,
2961,paresçia,diriedes,paresçía,pareçía,diríades,paresçía,ø,parescia,21,glose,Oui, Non,2,1,2,2,1,2,NA,2,
2962,ante,antel,ante,ante,entrellos,antel,ø,ante,21,glose,Non, Non,3,2,3,3,1,2,NA,3,
2963,caualleros,cavalleros,cavalleros,cavalleros,cavallos,cavalleros,ø,caualleros,21,glose,Non, Non,1,1,1,1,2,1,NA,1,
2964,quedo,quedo,quando,quedo,quedo,quedo,ø,quedo,21,glose,Non, Non,1,1,2,1,1,1,NA,1,
2965,sobre,sobre,sobre,sobre,sobrel,sobre,ø,sobre,21,glose,Non, Non,2,2,2,2,1,2,NA,2,
2966,que,quel,que,que,quel,que,ø,que,21,glose,Non, Non,2,1,2,2,1,2,NA,2,
2967,entro,pasó,entró,entró,pasó,entró,ø,entro,21,glose,Non, Non,2,1,2,2,1,2,NA,2,
2968,casco,casco,,caxco,escudo,caxco,ø,casco,21,glose,Oui, Non,2,2,2,2,1,2,NA,2,
2969,partiolo,partiólo,partiólo,partiólo,diólo,partiólo,ø,partiolo,21,glose,Non, Non,1,1,1,1,2,1,NA,1,
2970,xxij°,xxii,xxii°,xxii,xxii,xxii,ø,xxij,22,,Non, Non,2,1,3,1,1,1,NA,1,
2971,soterrañas,soterrañas,soterrañas,soterrañas,soterrañas,soterranas,ø,soterrañas,22,,Non, Non,1,1,1,1,1,2,NA,1,
2972,engenios,engenios,enemigos,engeños,engeños,engenios,ø,engeñios,22,,Non, Non,2,2,1,2,2,2,NA,2,
2973,delos,de,de,de,de,ø,ø,de,22,,Non, Non,1,2,2,2,2,0,NA,2,
2974,castillos,castillos,castillos,castillos,castillos,castillos,ø,llos,22,,Non, Non,1,1,1,1,1,1,NA,2,
2975,tros,otros,otros,otros,otros,otros,ø,otros,22,,Non, Non,2,1,1,1,1,1,NA,1,
2976,artefiçios,artifiçios,artifiçios,artifiçios,artefiçios,artefiços,ø,artificios,22,,Non, Non,1,1,1,1,1,2,NA,1,
2977,ø,ø,n,n,n,E,ø,ø,22,traduction,Non, Non,0,0,2,2,2,1,NA,0,
2978,neste,ø,este,este,xxii,este,ø,este,22,traduction,Non, Non,3,0,2,2,1,2,NA,2,
2979,qual,ø,quál,quál,quál,quál,ø,quel,22,traduction,Non, Non,1,0,1,1,1,1,NA,2,
2980,se,ø,se,se,los,se,ø,se,22,traduction,Non, Non,1,0,1,1,2,1,NA,1,
2981,pueden,ø,pueden,pueden,que,pueden,ø,pueden,22,traduction,Non, Non,1,0,1,1,2,1,NA,1,
2982,fender,ø,defender,defender,çercados,defender,ø,defender,22,traduction,Non, Non,1,0,2,2,3,2,NA,2,
2983,de,ø,de,de,se,de,ø,de,22,traduction,Non, Non,2,0,2,2,1,2,NA,2,
2984,las,ø,las,las,en,las,ø,las,22,traduction,Non, Non,1,0,1,1,2,1,NA,1,
2985,commo,ø,commo,ø,commo,commo,ø,co,22,traduction,Non, Non,1,0,1,0,1,1,NA,2,
2986,o,o,o,o,e,o,ø,o,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
2987,Ca,porque,Ca,Ca,porque,Ca,ø,Ca,22,traduction,Non, Non,2,1,2,2,1,2,NA,2,
2988,sso,so,so,so,so,so,ø,so,22,traduction,Non, Non,2,1,1,1,1,1,NA,1,
2989,calara,colara,calará,calará,colara,calará,ø,calara,22,traduction,Non, Non,1,2,1,1,2,1,NA,1,
2990,a,a,a,a,e,a,ø,a,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
2991,si,si,si,si,su,sy,ø,si,22,traduction,Non, Non,1,1,1,1,2,1,NA,1,
2992,fizieren,fizieren,quesieren,fizieren,fizieren,fizieren,ø,fizieren,22,traduction,Oui, Non,1,1,2,1,1,1,NA,1,
2993,enellas,ellas,ellas,ellas,ellas,ellas,ø,ellas,22,traduction,Non, Non,2,1,1,1,1,1,NA,1,
2994,E,o,Et,E,o,Et,ø,E,22,traduction,Non, Non,1,3,2,1,3,2,NA,1,
2995,les,les,les,les,los,les,ø,les,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
2996,cauas,cavas,cuevas,cavas,cuevas,cavas,ø,cauas,22,traduction,Non, Non,1,1,2,1,2,1,NA,1,
2997,carcaua,cava,carcava,carcava,cava,carcava,ø,carcaua,22,traduction,Non, Non,1,2,1,1,2,1,NA,1,
2998,cauas,cuevas,cavas,cavas,cuevas,cavas,ø,cueuas,22,traduction,Non, Non,1,2,1,1,2,1,NA,2,
2999,fuera·,fuera,fuera,fuera,fuera,fuera,ø,fuera,22,traduction,Non, Non,2,1,1,1,1,1,NA,1,
3000,E,e,Et,E,Ca,Et,ø,E,22,traduction,Non, Non,3,3,2,3,1,2,NA,3,
3001,brauamente,bravamente,bravamente,bravamente,bravamente,bravamente,ø,brauamente,22,traduction,Non, Non,2,1,1,1,1,1,NA,2,
3002,tonelles,toneles,toneles,toneles,toneles,toneles,ø,toneles,22,traduction,Non, Non,2,1,1,1,1,1,NA,1,
3003,viedos,viedos,viedos,viedos,vinagre,viedos,ø,viedos,22,traduction,Oui, Non,2,2,2,2,1,2,NA,2,
3004,de,de,se,de,de,de,ø,de,22,traduction,Non, Non,1,1,2,1,1,1,NA,1,
3005,quatro,quatro,quatro,quatro,quatro,iiii°,ø,quatro,22,traduction,Non, Non,1,1,1,1,1,2,NA,1,
3006,lo,lo,lo,le,lo,lo,ø,lo,22,traduction,Non, Non,1,1,1,2,1,1,NA,1,
3007,engenios,engeños,enemigos,engeños,engeños,engeños,ø,engeños,22,traduction,Non, Non,2,2,1,2,2,2,NA,2,
3008,con,con,con,con,consigo,con,ø,con,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
3009,ruecas,rruecas,a,ruecas,ruecas,ruecas,ø,a,22,traduction,Non, Non,1,1,2,1,1,1,NA,2,
3010,ø,Et,manera,ø,ø,ø,ø,manera,22,traduction,Non, Non,0,2,1,0,0,0,NA,1,
3011,ø,éstas,de,ø,ø,ø,ø,de,22,traduction,Non, Non,0,1,2,0,0,0,NA,2,
3012,e,son,están,e,son,e,ø,e,22,traduction,Non, Non,1,3,2,1,3,1,NA,1,
3013,resina,rresyna,resina,resina,rregina,resina,ø,rezina,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
3014,el,al,el,el,el,el,ø,el,22,traduction,Non, Non,1,2,1,1,1,1,NA,1,
3015,quebranten,conbatan,quebranten,quebrantaren,conbatan,quebranten,ø,quebranten,22,traduction,Oui, Non,2,1,2,3,1,2,NA,2,
3016,o,e,e,o,e,o,ø,o,22,traduction,Non, Non,2,1,1,2,1,2,NA,2,
3017,parte,cadenas,parte,parte,cadenas,parte,ø,parte,22,traduction,Oui, Non,2,1,2,2,1,2,NA,2,
3018,enella,en,en,en,en,en,ø,en,22,traduction,Non, Non,2,1,1,1,1,1,NA,1,
3019,o,e,o,o,e,o,ø,o,22,traduction,Non, Non,2,1,2,2,1,2,NA,2,
3020,si,ay,asý,así,ay,asý,ø,assi,22,traduction,Non, Non,2,1,3,3,1,3,NA,3,
3021,cosas,cabtelas,cosas,cosas,cabtelas,cosas,ø,cosas,22,traduction,Oui, Non,2,1,2,2,1,2,NA,2,
3022,ellas,ø,ellas,ellas,ø,ellas,ø,estas,22,traduction,Non, Non,1,0,1,1,0,1,NA,2,
3023,puedese,puédese,puédese,puédense,puédese,puede,ø,puedese,22,traduction,Non, Non,1,1,1,3,1,2,NA,1,
3024,fazer,fazer,fazer,fazer,fazer,fazerse,ø,fazer,22,traduction,Non, Non,1,1,1,1,1,2,NA,1,
3025,contra,con,contra,contra,contra,contra,ø,contra,22,traduction,Non, Non,1,2,1,1,1,1,NA,1,
3026,carrnero,carnero,carnero,carnero,contrario,carnero,ø,carnero,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
3027,enel,en,en,en,en,en,ø,en,22,traduction,Non, Non,2,1,1,1,1,1,NA,1,
3028,dentado,dentado,dentado,dentado,dentudo,dentado,ø,dentado,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
3029,deuenle,dévenlo,ø,dévenle,dévenlo,dévenle,ø,deuenle,22,traduction,Non, Non,1,3,0,2,3,2,NA,1,
3030,que,quel,que,que,que,que,ø,que,22,traduction,Non, Non,1,2,1,1,1,1,NA,1,
3031,e,el,el,el,el,el,ø,el,22,traduction,Non, Non,2,1,1,1,1,1,NA,1,
3032,tomandolo,tomandol,tomándolo,tomándolo,tomándolo,tomándolo,ø,tomandolo,22,traduction,Non, Non,2,3,1,1,1,1,NA,2,
3033,asi,sý,sí,sí,sí,sý,ø,ssi,22,traduction,Non, Non,1,1,1,1,1,1,NA,1,
3034,o,e,o,o,e,o,ø,o,22,traduction,Non, Non,2,1,2,2,1,2,NA,2,
3035,tenerlo,tenerle,tenerlo,tenerle,tenerlo,tenerle,ø,tenerlo,22,traduction,Non, Non,1,2,1,2,1,2,NA,1,
3036,instrumente,instrumento,instrumento,intrumento,ynstrumento,ynstrumento,ø,instrumento,22,traduction,Non, Non,2,3,3,1,3,3,NA,3,
3037,por,por,por,por,con,por,ø,por,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
3038,al,el,al,el,al,el,ø,al,22,traduction,Non, Non,1,2,1,2,1,2,NA,1,
3039,enderecho,derecho,derecho,derecho,derecho,derecho,ø,derecho,22,traduction,Non, Non,2,1,1,1,1,1,NA,1,
3040,castilo,castillo,castillo,castillo,castillo,castillo,ø,castillo,22,traduction,Non, Non,2,1,1,1,1,1,NA,1,
3041,o,e,o,o,e,o,ø,O,22,traduction,Non, Non,2,1,2,2,1,2,NA,2,
3042,soportarle,soportarle,soportarle,soportarle,soportarlo,soportarle,ø,soportarle,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
3043,o,o,o,o,e,o,ø,o,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
3044,ponerle,ponerle,ponerle,ponerle,ponerlo,ponerle,ø,ponerle,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
3045,pesadura,pesadura,pesadura,pesadura,quebradura,pesadura,ø,pesadura,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
3046,gatas,gatas,gatas,gatas,gatas,garas,ø,gatas,22,traduction,Non, Non,1,1,1,1,1,2,NA,1,
