A,B,G,J,Q,R,Z,U,Analyse, Chapitre, Type, Conserver, Revoir
34211,a,a,ø,a,a,a,a,ø,#not_apparat,20,glose,Non, Non
34212,alexandre,Alexandre,ø,Alexandre,Alixandre,Alixander,Alexandre,ø,#graphique,20,glose,Non, Non
34213,ø,Et,ø,E,ø,e,ø,ø,#omission #filtre,20,glose,Non, Non
34214,es,el,ø,el,El,el,El,ø,#lexicale,20,glose,Non, Non
34215,tenor,thenor,ø,tenor,tenor,tenor,tenor,ø,#graphique,20,glose,Non, Non
34216,ø,ø,ø,ø,della,ø,ø,ø,#omission,20,glose,Non, Non
34217,era,era,ø,era,era,era,era,ø,#not_apparat,20,glose,Non, Non
34218,este,éste,ø,éste,éste,éste,este,ø,#normalisation,20,glose,Non, Non
34219,Dario,Darío,ø,Darío,Darío,Darío,Dario,ø,#normalisation,20,glose,Non, Non
34220,rey,rrey,ø,rey,rrey,rey,rey,ø,#graphique,20,glose,Non, Non
34221,de,de,ø,de,de,de,de,ø,#not_apparat,20,glose,Non, Non
34222,los,los,ø,los,los,los,los,ø,#not_apparat,20,glose,Non, Non
34223,reyes,reyes,ø,reyes,rreyes,reyes,reyes,ø,#graphique,20,glose,Non, Non
34224,e,e,ø,e,e,e,e,ø,#not_apparat,20,glose,Non, Non
34225,pariente,pariente,ø,pariente,pariente,pariente,pariente,ø,#not_apparat,20,glose,Non, Non
34226,de,de,ø,de,de,de,de,ø,#not_apparat,20,glose,Non, Non
34227,los,los,ø,los,los,los,los,ø,#not_apparat,20,glose,Non, Non
34228,dioses,dioses,ø,Dioses,Dioses,dioses,dioses,ø,#graphique,20,glose,Non, Non
34229,escruie,escrivi,ø,escrive,escrivo,escrive,escriue,ø,#morphosyntactique,20,glose,Non, Non
34230,a,a,ø,a,a,a,a,ø,#not_apparat,20,glose,Non, Non
34231,ø,ø,ø,ø,tý,ø,ø,ø,#omission,20,glose,Non, Non
34232,alexandre,Alexandre,ø,Alexandre,Alixandre,Alixander,Alexandre,ø,#graphique,20,glose,Non, Non
34233,su,su,ø,su,su,su,su,ø,#not_apparat,20,glose,Non, Non
34234,sieruo,syervo,ø,siervo,siervo,siervo,sieruo,ø,#graphique,20,glose,Non, Non
34235,maguera,maguer,ø,Maguera,Mager,Maguera,Maguera,ø,#graphique,20,glose,Non, Non
34236,que,ø,ø,que,ø,que,que,ø,#omission,20,glose,Non, Non
34237,tu,tú,ø,tú,tú,tú,tu,ø,#normalisation,20,glose,Non, Non
34238,seas,seas,ø,seas,seas,seas,seas,ø,#not_apparat,20,glose,Non, Non
34239,muy,muy,ø,muy,muy,muy,muy,ø,#not_apparat,20,glose,Non, Non
34240,noble,noble,ø,noble,noble,noble,noble,ø,#not_apparat,20,glose,Non, Non
34241,mas,moço,ø,mas,moço,mas,mas,ø,#lexicale,20,glose,Non, Non
34242,non,non,ø,non,non,non,non,ø,#not_apparat,20,glose,Non, Non
34243,te,te,ø,te,te,ø,te,ø,#omission,20,glose,Non, Non
34244,conuiene,conviene,ø,conviene,conviene,conviene,conuiene,ø,#graphique,20,glose,Non, Non
34245,de,de,ø,de,de,de,de,ø,#not_apparat,20,glose,Non, Non
34246,acometer,acometer,ø,acometer,acometer,acometer,acometer,ø,#not_apparat,20,glose,Non, Non
34247,lo,lo,ø,lo,lo,lo,lo,ø,#not_apparat,20,glose,Non, Non
34248,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34249,quieres,quieres,ø,quieres,quieres,quisieres,quieres,ø,#morphosyntactique,20,glose,Non, Non
34250,acometer,acometer,ø,acometer,acometer,acometer,acometer,ø,#not_apparat,20,glose,Non, Non
34251,mas,mas,ø,mas,mas,Mas,mas,ø,#filtre,20,glose,Non, Non
34252,ten,ten,ø,ten,ten,ten,ten,ø,#not_apparat,20,glose,Non, Non
34253,mientes,mientes,ø,mientes,mientes,mientes,mientes,ø,#not_apparat,20,glose,Non, Non
34254,en,en,ø,en,en,en,en,ø,#not_apparat,20,glose,Non, Non
34255,tu,tu,ø,tu,tu,tu,tu,ø,#not_apparat,20,glose,Non, Non
34256,fazienda,fazienda,ø,fazienda,fazienda,fazienda,fazienda,ø,#not_apparat,20,glose,Non, Non
34257,e,e,ø,e,e,e,e,ø,#not_apparat,20,glose,Non, Non
34258,non,non,ø,non,non,non,no,ø,#graphique,20,glose,Non, Non
34259,quieras,quieras,ø,quieras,quieras,quieras,quieras,ø,#not_apparat,20,glose,Non, Non
34260,menospreçiar,despreçiar,ø,despreçiar,despreçiar,despresçiar,menospreciar,ø,#lexicale,20,glose,Non, Non
34261,tus,tus,ø,tus,tus,tus,tus,ø,#not_apparat,20,glose,Non, Non
34262,años,años,ø,años,años,años,años,ø,#not_apparat,20,glose,Non, Non
34263,pequenos,pequeños,ø,pequeños,pequeños,pequeños,pequeños,ø,#graphique,20,glose,Non, Non
34264,e,e,ø,e,e,e,e,ø,#not_apparat,20,glose,Non, Non
34265,pocos,pocos,ø,pocos,pocos,pocos,pocos,ø,#not_apparat,20,glose,Non, Non
34266,Ca,ca,ø,Ca,Ca,Ca,Ca,ø,#graphique,20,glose,Non, Non
34267,eres,eres,ø,eres,eres,eres,eres,ø,#not_apparat,20,glose,Non, Non
34268,moco,moço,ø,moço,moço,moço,moço,ø,#graphique,20,glose,Non, Non
34269,e,e,ø,e,e,e,e,ø,#not_apparat,20,glose,Non, Non
34270,tierrno,tierrno,ø,tierno,tierno,tierrno,tierno,ø,#graphique,20,glose,Non, Non
34271,e,e,ø,e,e,e,e,ø,#not_apparat,20,glose,Non, Non
34272,deues,deves,ø,deves,deves,deves,deues,ø,#graphique,20,glose,Non, Non
34273,mas,más,ø,más,más,más,mas,ø,#normalisation,20,glose,Non, Non
34274,contar,catar,ø,catar,catar,catar,catar,ø,#lexicale,20,glose,Non, Non
34275,commo,commo,ø,commo,commo,commo,como,ø,#morphosyntactique,20,glose,Non, Non
34276,crescas,crescas,ø,crescas,crezcas,crescas,crezcas,ø,#graphique,20,glose,Non, Non
34277,Ca,Ca,ø,Ca,Ca,ca,Ca,ø,#graphique,20,glose,Non, Non
34278,el,el,ø,el,el,el,la,ø,#morphosyntactique,20,glose,Non, Non
34279,arbol,árbol,ø,árbol,árvol,árbol,fructa,ø,#lexicale,20,glose,Non, Non
34280,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34281,non,non,ø,non,non,non,no,ø,#graphique,20,glose,Non, Non
34282,es,es,ø,es,es,es,es,ø,#not_apparat,20,glose,Non, Non
34283,maduro,maduro,ø,maduro,maduro,maduro,madura,ø,#morphosyntactique,20,glose,Non, Non
34284,ø,que,ø,ø,ø,ø,ø,ø,#omission,20,glose,Non, Non
34285,non,non,ø,non,non,non,no,ø,#graphique,20,glose,Non, Non
34286,se,se,ø,se,se,se,se,ø,#not_apparat,20,glose,Non, Non
34287,deue,deve,ø,deve,deve,deve,deue,ø,#graphique,20,glose,Non, Non
34288,coger,coger,ø,cojer,coger,cojer,cojer,ø,#graphique,20,glose,Non, Non
34289,Onde,Onde,ø,onde,onde,Onde,Onde,ø,#lexicale,20,glose,Non, Non
34290,digote,dígote,ø,dígote,dígote,dígote,digote,ø,#normalisation,20,glose,Non, Non
34291,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34292,tires,tires,ø,tires,tyres,tires,tires,ø,#graphique,20,glose,Non, Non
34293,de,de,ø,de,de,de,de,ø,#not_apparat,20,glose,Non, Non
34294,ti,tí,ø,tí,ty,tý,ti,ø,#graphique,20,glose,Non, Non
34295,los,los,ø,los,los,los,los,ø,#not_apparat,20,glose,Non, Non
34296,ø,aparadores,ø,ø,ø,ø,ø,ø,#not_apparat,20,glose,Non, Non
34297,ø,e,ø,ø,ø,ø,ø,ø,#not_apparat,20,glose,Non, Non
34298,aparatos,aparados,ø,aparatos,aparados,aparatos,aparatos,ø,#lexicale,20,glose,Non, Non
34299,de,de,ø,de,de,de,de,ø,#not_apparat,20,glose,Non, Non
34300,las,las,ø,las,las,las,las,ø,#not_apparat,20,glose,Non, Non
34301,armas,armas,ø,armas,armas,armas,armas,ø,#not_apparat,20,glose,Non, Non
34302,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34303,traes,traes,ø,traes,traes,traes,traes,ø,#not_apparat,20,glose,Non, Non
34304,los,los,ø,los,los,los,los,ø,#not_apparat,20,glose,Non, Non
34305,quales,quales,ø,quales,quales,quales,quales,ø,#not_apparat,20,glose,Non, Non
34306,tomaste,tomaste,ø,tomaste,tomaste,tomaste,tomaste,ø,#not_apparat,20,glose,Non, Non
34307,locamente,locamente,ø,locamente,locamente,locamente,locamente,ø,#not_apparat,20,glose,Non, Non
34308,e,e,ø,e,e,e,e,ø,#not_apparat,20,glose,Non, Non
34309,torrnate,torna,ø,tórnate,tórnate,torrnate,tornate,ø,#lexicale,20,glose,Non, Non
34310,para,para,ø,para,para,para,para,ø,#not_apparat,20,glose,Non, Non
34311,tu,tu,ø,tu,tu,tu,tu,ø,#not_apparat,20,glose,Non, Non
34312,madre,madre,ø,madre,madre,madre,madre,ø,#not_apparat,20,glose,Non, Non
34313,E,E,ø,E,E,E,E,ø,#not_apparat,20,glose,Non, Non
34314,yo,yo,ø,yo,yo,yo,yo,ø,#not_apparat,20,glose,Non, Non
34315,te,te,ø,te,te,ø,te,ø,#omission,20,glose,Non, Non
34316,enbio,enbío,ø,enbío,enbío,enbío,embio,ø,#morphosyntactique,20,glose,Non, Non
34317,donas,donas,ø,donas,donas,donas,dones,ø,#lexicale,20,glose,Non, Non
34318,quales,quales,ø,quales,quales,cuales,quales,ø,#lexicale,20,glose,Non, Non
34319,cunplen,cunple,ø,cunplen,cunplen,cunplen,cumplen,ø,#morphosyntactique,20,glose,Non, Non
34320,a,a,ø,a,a,a,a,ø,#not_apparat,20,glose,Non, Non
34321,tu,tu,ø,tu,tu,tu,tu,ø,#not_apparat,20,glose,Non, Non
34322,hedat,hedat,ø,hedat,hedat,hedat,edad,ø,#graphique,20,glose,Non, Non
34323,vn,un,ø,un,un,un,vn,ø,#lexicale,20,glose,Non, Non
34324,tronpo,tronpo,ø,tronpo,tronpo,tronpo,trompo,ø,#graphique,20,glose,Non, Non
34325,de,de,ø,de,de,de,de,ø,#not_apparat,20,glose,Non, Non
34326,oro,oro,ø,oro,oro,oro,oro,ø,#not_apparat,20,glose,Non, Non
34327,e,e,ø,e,e,e,e,ø,#not_apparat,20,glose,Non, Non
34328,vnos,unos,ø,unos,unos,unos,vnos,ø,#morphosyntactique,20,glose,Non, Non
34329,açotes,açotes,ø,açotes,açotes,açotes,açotes,ø,#not_apparat,20,glose,Non, Non
34330,con,con,ø,con,con,con,con,ø,#not_apparat,20,glose,Non, Non
34331,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34332,le,les,ø,le,le,le,le,ø,#morphosyntactique,20,glose,Non, Non
34333,fagas,fagas,ø,fagas,fagas,fagas,fagas,ø,#not_apparat,20,glose,Non, Non
34334,andar,andar,ø,andar,andar,andar,andar,ø,#not_apparat,20,glose,Non, Non
34335,e,e,ø,e,e,e,e,ø,#not_apparat,20,glose,Non, Non
34336,vna,una,ø,una,una,una,vna,ø,#graphique,20,glose,Non, Non
34337,bolsa,bolsa,ø,bolsa,bolsa,bolsa,bolsa,ø,#not_apparat,20,glose,Non, Non
34338,en,en,ø,en,en,en,en,ø,#not_apparat,20,glose,Non, Non
34339,que,que,ø,que,X,que,que,ø,#lexicale,20,glose,Non, Non
34340,lo,le,ø,lo,lo,lo,lo,ø,#lexicale,20,glose,Non, Non
34341,metas,metas,ø,metas,metas,metas,metas,ø,#not_apparat,20,glose,Non, Non
34342,E,Et,ø,E,e,e,E,ø,#filtre,20,glose,Non, Non
34343,esto,esto,ø,esto,esto,ø,esto,ø,#omission,20,glose,Non, Non
34344,te,te,ø,te,te,te,te,ø,#not_apparat,20,glose,Non, Non
34345,sera,será,ø,será,será,será,sera,ø,#normalisation,20,glose,Non, Non
34346,solaz,solaz,ø,solaz,solaz,solas,solaz,ø,#genre,20,glose,Non, Non
34347,enel,en,ø,en,en,en,en,ø,#lexicale,20,glose,Non, Non
34348,ø,el,ø,el,el,el,el,ø,#omission,20,glose,Non, Non
34349,camino,camino,ø,camino,camino,camino,camino,ø,#not_apparat,20,glose,Non, Non
34350,por,por,ø,por,por,por,por,ø,#not_apparat,20,glose,Non, Non
34351,do,do,ø,do,do,do,do,ø,#not_apparat,20,glose,Non, Non
34352,tu,te,ø,tú,te,tu,tu,ø,#lexicale,20,glose,Non, Non
34353,has,az,ø,has,has,has,has,ø,#graphique,20,glose,Non, Non
34354,a,de,ø,a,de,a,a,ø,#lexicale,20,glose,Non, Non
34355,torrnar,tornar,ø,tornar,tornar,torrnar,tornar,ø,#graphique,20,glose,Non, Non
34356,Mas,Mas,ø,Mas,Mas,Mas,Mas,ø,#not_apparat,20,glose,Non, Non
34357,si,sy,ø,si,si,sy,si,ø,#graphique,20,glose,Non, Non
34358,tamaña,tamaña,ø,tamaña,tamaña,tamaña,tamaña,ø,#not_apparat,20,glose,Non, Non
34359,locura,locura,ø,locura,locura,locura,locura,ø,#not_apparat,20,glose,Non, Non
34360,tomas,tomas,ø,tomas,tomas,tomas,tomas,ø,#not_apparat,20,glose,Non, Non
34361,contigo,contigo,ø,contigo,contigo,contigo,contigo,ø,#not_apparat,20,glose,Non, Non
34362,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34363,quieras,quieras,ø,quieras,quieras,quieras,quieres,ø,#morphosyntactique,20,glose,Non, Non
34364,dar,dar,ø,dar,dar,dar,dar,ø,#not_apparat,20,glose,Non, Non
34365,guerra,guerra,ø,guerra,guerra,guerra,guerra,ø,#not_apparat,20,glose,Non, Non
34366,a,a,ø,a,a,que,a,ø,#lexicale,20,glose,Non, Non
34367,quien,quién,ø,quien,quién,quién,quien,ø,#normalisation,20,glose,Non, Non
34368,quiere,quiere,ø,quiere,quiere,quiere,quiere,ø,#not_apparat,20,glose,Non, Non
34369,paz,paz,ø,paz,paz,paz,paz,ø,#not_apparat,20,glose,Non, Non
34370,e,e,ø,e,et,e,e,ø,#filtre,20,glose,Non, Non
34371,quieras,quieres,ø,quieras,quieras,quieras,quieras,ø,#morphosyntactique,20,glose,Non, Non
34372,fazer,fazer,ø,fazer,fazer,fazer,fazer,ø,#not_apparat,20,glose,Non, Non
34373,enemigo,enemigo,ø,enemigo,enemigo,enemigo,enemigo,ø,#not_apparat,20,glose,Non, Non
34374,de,de,ø,de,de,de,de,ø,#not_apparat,20,glose,Non, Non
34375,aquel,aquél,ø,aquél,aquél,aquél,aquel,ø,#normalisation,20,glose,Non, Non
34376,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34377,te,te,ø,te,de,te,te,ø,#lexicale,20,glose,Non, Non
34378,seria,sería,ø,sería,sería,sería,seria,ø,#normalisation,20,glose,Non, Non
34379,amigo,amigo,ø,amigo,amigo,amigo,amigo,ø,#not_apparat,20,glose,Non, Non
34380,yo,yo,ø,yo,yo,yo,yo,ø,#not_apparat,20,glose,Non, Non
34381,non,non,ø,non,non,non,no,ø,#graphique,20,glose,Non, Non
34382,te,te,ø,te,te,ø,te,ø,#omission,20,glose,Non, Non
34383,enbiare,enbiara,ø,enbiaré,enbiaré,enbiaré,embiare,ø,#morphosyntactique,20,glose,Non, Non
34384,caualleros,cavalleros,ø,cavalleros,cavalleros,cavalleros,caualleros,ø,#graphique,20,glose,Non, Non
34385,mas,mas,ø,mas,mas,mas,mas,ø,#not_apparat,20,glose,Non, Non
34386,enbiarte,enbiarte,ø,enbiarte,enbiarte,enbiarte,embiarte,ø,#graphique,20,glose,Non, Non
34387,he,he,ø,he,he,he,he,ø,#not_apparat,20,glose,Non, Non
34388,sieruos,syervos,ø,siervos,siervos,siervos,sieruos,ø,#graphique,20,glose,Non, Non
34389,muy,muy,ø,muy,muy,muy,muy,ø,#not_apparat,20,glose,Non, Non
34390,sañudos,sañudos,ø,sañudos,sañudos,sanudos,sañudos,ø,#graphique,20,glose,Non, Non
34391,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34392,te,te,ø,te,te,te,te,ø,#not_apparat,20,glose,Non, Non
34393,atormenten,atormenten,ø,atormenten,atormenten,atormenten,atormenten,ø,#not_apparat,20,glose,Non, Non
34394,e,e,ø,e,e,e,e,ø,#not_apparat,20,glose,Non, Non
34395,te,te,ø,te,te,te,te,ø,#not_apparat,20,glose,Non, Non
34396,castiguen,castiguen,ø,castiguen,castigen,castiguen,castiguen,ø,#graphique,20,glose,Non, Non
34397,con,con,ø,con,con,con,con,ø,#not_apparat,20,glose,Non, Non
34398,muchos,muchos,ø,muchos,muchos,muchos,muchos,ø,#not_apparat,20,glose,Non, Non
34399,açotes,açotes,ø,açotes,açotes,açotes,açotes,ø,#not_apparat,20,glose,Non, Non
34400,ø,e,ø,ø,ø,ø,ø,ø,#omission,20,glose,Non, Non
34401,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34402,te,te,ø,te,te,te,te,ø,#not_apparat,20,glose,Non, Non
34403,metan,me,ø,metan,me,metan,metan,ø,#lexicale,20,glose,Non, Non
34404,ø,trayan,ø,a,trayan,a,ø,ø,#omission #lexicale,20,glose,Non, Non
34405,muerto,muerto,ø,muerte,muerto,muerte,muerto,ø,#lexicale,20,glose,Non, Non
34406,E,Et,ø,E,ø,Et,E,ø,#filtre,20,glose,Non, Non
34407,alli,allí,ø,allý,ø,ø,alli,ø,#omission #graphique,20,glose,Non, Non
34408,alexandre,Alexandre,ø,Alexandre,Alixandre,Alixander,alexandre,ø,#graphique,20,glose,Non, Non
34409,vista,vista,ø,vista,vista,vista,vista,ø,#not_apparat,20,glose,Non, Non
34410,esta,esta,ø,esta,esta,esta,esta,ø,#not_apparat,20,glose,Non, Non
34411,carta,carta,ø,carta,carta,carta,carta,ø,#not_apparat,20,glose,Non, Non
34412,començo,començó,ø,començó,començó,començó,començo,ø,#normalisation,20,glose,Non, Non
34413,a,a,ø,a,a,a,a,ø,#not_apparat,20,glose,Non, Non
34414,bramar,bramar,ø,bramar,bramar,bramar,bramar,ø,#not_apparat,20,glose,Non, Non
34415,muy,muy,ø,muy,muy,muy,muy,ø,#not_apparat,20,glose,Non, Non
34416,fuertemente,fuertemente,ø,fuerte,fuertemente,fuerte,fuertemente,ø,#lexicale,20,glose,Non, Non
34417,E,et,ø,E,e,e,E,ø,#filtre,20,glose,Non, Non
34418,respondio,rrespondió,ø,respondió,rrespondió,respondió,respondio,ø,#graphique,20,glose,Non, Non
34419,luego,luego,ø,ø,luego,ø,luego,ø,#omission,20,glose,Non, Non
34420,a,a,ø,a,a,a,a,ø,#not_apparat,20,glose,Non, Non
34421,los,los,ø,los,los,los,los,ø,#not_apparat,20,glose,Non, Non
34422,mensageros,mensageros,ø,mensajeros,mensajeros,mensajeros,mensajeros,ø,#graphique,20,glose,Non, Non
34423,de,de,ø,de,de,de,de,ø,#not_apparat,20,glose,Non, Non
34424,dario,Darío,ø,Darío,Darío,Darío,dario,ø,#normalisation,20,glose,Non, Non
34425,e,E,ø,e,e,e,e,ø,#graphique,20,glose,Non, Non
34426,dixo,dixo,ø,dixo,dixo,dixo,dixo,ø,#not_apparat,20,glose,Non, Non
34427,asi,asy,ø,así,así,asý,assi,ø,#graphique,20,glose,Non, Non
34428,yo,yo,ø,yo,yo,yo,Yo,ø,#graphique,20,glose,Non, Non
34429,so,so,ø,so,so,soy,so,ø,#graphique,20,glose,Non, Non
34430,meior,mejor,ø,mejor,mejor,mejor,mejor,ø,#graphique,20,glose,Non, Non
34431,declarador,declarador,ø,declarador,declarador,declarador,declarador,ø,#not_apparat,20,glose,Non, Non
34432,ø,de,ø,ø,ø,ø,ø,ø,#omission,20,glose,Non, Non
34433,desta,esta,ø,desta,desta,desta,desta,ø,#lexicale,20,glose,Non, Non
34434,carta,carta,ø,carta,carta,carta,carta,ø,#not_apparat,20,glose,Non, Non
34435,e,e,ø,e,e,e,E,ø,#graphique,20,glose,Non, Non
34436,muestro,muestro,ø,muestro,muestro,muestro,muestro,ø,#not_apparat,20,glose,Non, Non
34437,lo,lo,ø,lo,lo,lo,lo,ø,#not_apparat,20,glose,Non, Non
34438,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34439,quieren,quiere,ø,quieren,quiere,quiere,quieren,ø,#morphosyntactique,20,glose,Non, Non
34440,dezir,dezir,ø,dezir,dezir,dezir,dezir,ø,#not_apparat,20,glose,Non, Non
34441,los,los,ø,los,Los,los,los,ø,#graphique,20,glose,Non, Non
34442,dones,dones,ø,dones,dones,dones,dones,ø,#not_apparat,20,glose,Non, Non
34443,de,de,ø,del,del,del,de,ø,#lexicale,20,glose,Non, Non
34444,vuestro,vuestro,ø,vuestro,vuestro,vuestro,vuestro,ø,#not_apparat,20,glose,Non, Non
34445,rey,rrey,ø,rey,rrey,rey,rey,ø,#graphique,20,glose,Non, Non
34446,la,La,ø,La,sobredicho,La,La,ø,#lexicale,20,glose,Non, Non
34447,forma,forma,ø,forma,ø,forma,forma,ø,#omission,20,glose,Non, Non
34448,del,del,ø,del,del,del,del,ø,#not_apparat,20,glose,Non, Non
34449,tronpo,tronpo,ø,tronpo,tronpo,tronpo,trompo,ø,#graphique,20,glose,Non, Non
34450,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34451,es,es,ø,es,es,es,es,ø,#not_apparat,20,glose,Non, Non
34452,redonda,rredonda,ø,redonda,rredondo,redonda,redonda,ø,#morphosyntactique,20,glose,Non, Non
34453,muestra,muestra,ø,muestra,muestra,muestra,muestra,ø,#not_apparat,20,glose,Non, Non
34454,la,ø,ø,la,la,la,la,ø,#omission,20,glose,Non, Non
34455,semeiança,semejança,ø,semejança,semejança,semejança,semejança,ø,#graphique,20,glose,Non, Non
34456,del,del,ø,del,del,del,del,ø,#not_apparat,20,glose,Non, Non
34457,mundo,mundo,ø,mundo,mundo,mundo,mundo,ø,#not_apparat,20,glose,Non, Non
34458,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34459,es,es,ø,es,es,es,es,ø,#not_apparat,20,glose,Non, Non
34460,redonda,rredondo,ø,redonda,rredondo,redonda,redonda,ø,#morphosyntactique,20,glose,Non, Non
34461,el,el,ø,el,el,el,el,ø,#not_apparat,20,glose,Non, Non
34462,qual,qual,ø,qual,qual,qual,qual,ø,#not_apparat,20,glose,Non, Non
34463,mundo,mundo,ø,mundo,mundo,mundo,mundo,ø,#not_apparat,20,glose,Non, Non
34464,yo,yo,ø,yo,yo,yo,yo,ø,#not_apparat,20,glose,Non, Non
34465,porrne,porrné,ø,porné,porné,porrné,porne,ø,#graphique,20,glose,Non, Non
34466,so,so,ø,so,so,so,so,ø,#not_apparat,20,glose,Non, Non
34467,los,los,ø,los,los,los,los,ø,#not_apparat,20,glose,Non, Non
34468,mis,mis,ø,mis,mis,mis,mis,ø,#not_apparat,20,glose,Non, Non
34469,pies,pies,ø,pies,pies,pies,pies,ø,#not_apparat,20,glose,Non, Non
34470,E,Et,ø,E,E,Et,E,ø,#filtre,20,glose,Non, Non
34471,los,los,ø,los,los,los,los,ø,#not_apparat,20,glose,Non, Non
34472,açotes,açotes,ø,açotes,açotes,açotes,açotes,ø,#not_apparat,20,glose,Non, Non
34473,muestran,muestra,ø,muestran,muestra,muestran,muestran,ø,#morphosyntactique,20,glose,Non, Non
34474,las,las,ø,las,las,las,las,ø,#not_apparat,20,glose,Non, Non
34475,riendas,rriendas,ø,riendas,rriendas,riendas,riendas,ø,#graphique,20,glose,Non, Non
34476,con,con,ø,con,con,con,con,ø,#not_apparat,20,glose,Non, Non
34477,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34478,yo,yo,ø,ø,yo,ø,yo,ø,#omission,20,glose,Non, Non
34479,açotare,açotaré,ø,açotaré,açotaré,açotaré,açotare,ø,#normalisation,20,glose,Non, Non
34480,a,a,ø,a,a,a,a,ø,#not_apparat,20,glose,Non, Non
34481,todas,toda,ø,toda,toda,toda,toda,ø,#morphosyntactique,20,glose,Non, Non
34482,persia,Persia,ø,Persia,Persia,Persia,persia,ø,#graphique,20,glose,Non, Non
34483,e,e,ø,e,e,e,e,ø,#not_apparat,20,glose,Non, Non
34484,a,a,ø,a,a,a,a,ø,#not_apparat,20,glose,Non, Non
34485,los,los,ø,los,los,los,los,ø,#not_apparat,20,glose,Non, Non
34486,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34487,son,son,ø,son,son,son,son,ø,#not_apparat,20,glose,Non, Non
34488,en,en,ø,en,en,en,en,ø,#not_apparat,20,glose,Non, Non
34489,ella,ella,ø,ella,ella,ella,ella,ø,#not_apparat,20,glose,Non, Non
34490,E,e,ø,E,e,Et,E,ø,#filtre,20,glose,Non, Non
34491,la,la,ø,la,la,la,la,ø,#not_apparat,20,glose,Non, Non
34492,bolsa,bolsa,ø,bolsa,bolsa,bolsa,bolsa,ø,#not_apparat,20,glose,Non, Non
34493,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34494,me,me,ø,me,me,me,me,ø,#not_apparat,20,glose,Non, Non
34495,enbio,enbía,ø,enbió,enbía,enbió,enbio,ø,#morphosyntactique,20,glose,Non, Non
34496,muestra,muestra,ø,muestra,muestran,muestra,muestra,ø,#morphosyntactique,20,glose,Non, Non
34497,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34498,yo,yo,ø,yo,yo,yo,yo,ø,#not_apparat,20,glose,Non, Non
34499,tomare,tomaré,ø,tomaré,tomaré,tomaré,tomare,ø,#normalisation,20,glose,Non, Non
34500,todos,todos,ø,todos,todos,todos,todos,ø,#not_apparat,20,glose,Non, Non
34501,los,los,ø,los,los,los,los,ø,#not_apparat,20,glose,Non, Non
34502,thesoros,thesoros,ø,tesoros,tesoros,thesoros,thesoros,ø,#graphique,20,glose,Non, Non
34503,de,de,ø,de,de,de,de,ø,#not_apparat,20,glose,Non, Non
34504,dario,Darío,ø,Darío,Darío,Darío,dario,ø,#normalisation,20,glose,Non, Non
34505,los,los,ø,los,los,los,los,ø,#not_apparat,20,glose,Non, Non
34506,quales,quales,ø,quales,quales,quales,quales,ø,#not_apparat,20,glose,Non, Non
34507,mandare,mandaré,ø,mandaré,mandaré,mandaré,mandare,ø,#normalisation,20,glose,Non, Non
34508,guardar,guardar,ø,guardar,guardar,guardar,guardar,ø,#not_apparat,20,glose,Non, Non
34509,en,en,ø,en,en,en,en,ø,#not_apparat,20,glose,Non, Non
34510,la,las,ø,la,la,la,la,ø,#morphosyntactique,20,glose,Non, Non
34511,bolsa,bolsas,ø,bolsa,bolsa,bolsa,bolsa,ø,#personne,20,glose,Non, Non
34512,que,que,ø,que,que,que,que,ø,#not_apparat,20,glose,Non, Non
34513,me,me,ø,me,me,me,me,ø,#not_apparat,20,glose,Non, Non
34514,enbio,enbió,ø,enbió,enbió,enbió,embio,ø,#morphosyntactique,20,glose,Non, Non
34515,E,Et,ø,E,E,Et,E,ø,#filtre,20,glose,Non, Non
34516,alli,allí,ø,allí,allí,allí,ally,ø,#graphique,20,glose,Non, Non
34517,mando,mandó,ø,mandó,mandó,mandó,mando,ø,#normalisation,20,glose,Non, Non
34518,luego,luego,ø,ø,luego,ø,luego,ø,#omission,20,glose,Non, Non
34519,sellar,sellar,ø,sellar,sellar,sellar,sellar,ø,#not_apparat,20,glose,Non, Non
34520,esta,las,ø,esta,las,esta,esta,ø,#lexicale,20,glose,Non, Non
34521,carta,cartas,ø,carta,cartas,carta,carta,ø,#personne,20,glose,Non, Non
34522,e,e,ø,ø,e,e,e,ø,#omission,20,glose,Non, Non
