Index,A,B,G,J,Q,R,Z,U,Chapitre, Type, Conserver, Revoir,Index,A,B,G,J,Q,R,Z,U
1966,de,de,de,de,ø,de,de,ø,19,glose,Non, Non,1966,2,2,2,2,0,2,2,0
1967,el,él,él,rey,él,rey,ø,ø,19,glose,Non, Non,1967,2,2,2,3,2,3,0,0
1968,ø,ø,ø,el,ø,el,el,ø,19,glose,Non, Non,1968,0,0,0,2,0,2,2,0
1969,ø,ø,ø,le,ø,ø,ø,ø,19,glose,Non, Non,1969,0,0,0,2,0,0,0,0
1970,esto,esto,esto,esto,ø,esto,esto,ø,19,glose,Non, Non,1970,2,2,2,2,0,2,2,0
1971,todos,ø,todos,todos,ø,todos,todos,ø,19,glose,Non, Non,1971,2,0,2,2,0,2,2,0
1972,todos,todos,todos,todos,ø,todos,todos,ø,19,glose,Non, Non,1972,2,2,2,2,0,2,2,0
1973,ø,ø,a,ø,ø,ø,ø,ø,19,glose,Non, Non,1973,0,0,2,0,0,0,0,0
1974,fue,fue,fue,fue,fue,ø,fue,ø,19,glose,Non, Non,1974,1,1,1,1,1,0,1,0
1975,ø,fue,ø,ø,ø,ø,ø,ø,19,glose,Non, Non,1975,0,2,0,0,0,0,0,0
1976,ø,ø,fuera,ø,ø,ø,ø,ø,19,glose,Non, Non,1976,0,0,2,0,0,0,0,0
1977,ø,la,ø,ø,la,,ø,ø,19,glose,Non, Non,1977,0,1,0,0,1,1,0,0
1978,muy,ø,muy,muy,ø,muy,muy,ø,19,glose,Non, Non,1978,2,0,2,2,0,2,2,0
1979,ø,e,e,e,e,e,e,ø,19,glose,Non, Non,1979,0,1,1,1,1,1,1,0
1980,ø,el,el,el,el,el,el,ø,19,glose,Non, Non,1980,0,1,1,1,1,1,1,0
1981,el,ø,el,el,ø,el,el,ø,19,glose,Non, Non,1981,2,0,2,2,0,2,2,0
1982,ø,él,ø,él,ø,ø,ø,ø,19,glose,Non, Non,1982,0,2,0,2,0,0,0,0
1983,nunca,nunca,nunca,nunca,nunca,ø,nunca,ø,19,glose,Non, Non,1983,1,1,1,1,1,0,1,0
1984,de,de,de,de,ø,de,de,ø,19,glose,Non, Non,1984,2,2,2,2,0,2,2,0
1985,la,ø,ø,la,ø,ø,la,ø,19,glose,Non, Non,1985,2,0,0,2,0,0,2,0
1986,ø,mejor,ø,ø,ø,ø,ø,ø,19,glose,Non, Non,1986,0,2,0,0,0,0,0,0
1987,que,que,que,que,que,ø,que,ø,19,glose,Non, Non,1987,1,1,1,1,1,0,1,0
1988,ø,ø,ø,ø,ø,se,como,ø,20,,Non, Non,1988,0,0,0,0,0,3,1,0
1989,de,de,de,de,de,ø,de,ø,20,,Non, Non,1989,1,1,1,1,1,0,1,0
1990,fuertes,fuertes,fuertes,fuertes,fuertes,ø,fuertes,ø,20,,Non, Non,1990,1,1,1,1,1,0,1,0
1991,ø,ø,ø,ø,e,ø,ø,ø,20,traduction,Non, Non,1991,0,0,0,0,1,0,0,0
1992,ø,ø,ø,ø,ø,ø,se,ø,20,traduction,Non, Non,1992,0,0,0,0,0,0,2,0
1993,es,es,es,es,es,ø,es,ø,20,traduction,Non, Non,1993,1,1,1,1,1,0,1,0
1994,ø,ø,en,ø,ø,ø,ø,ø,20,traduction,Non, Non,1994,0,0,2,0,0,0,0,0
1995,de,a,de,de,ø,de,de,ø,20,traduction,Non, Non,1995,3,2,3,3,0,3,3,0
1996,a,a,a,ø,a,ø,a,ø,20,traduction,Non, Non,1996,1,1,1,0,1,0,1,0
1997,ser,ser,ser,ø,ser,ø,ser,ø,20,traduction,Non, Non,1997,1,1,1,0,1,0,1,0
1998,ø,ø,ø,ser,ø,ser,ø,ø,20,traduction,Non, Non,1998,0,0,0,2,0,2,0,0
1999,de,ø,de,ø,de,ø,ø,ø,20,traduction,Non, Non,1999,1,0,1,0,1,0,0,0
2000,se,ø,se,se,ø,se,e,ø,20,traduction,Non, Non,2000,1,0,1,1,0,1,3,0
2001,ø,e,e,e,e,e,e,ø,20,traduction,Non, Non,2001,0,1,1,1,1,1,1,0
2002,ø,ø,ø,en,ø,ø,ø,ø,20,traduction,Non, Non,2002,0,0,0,2,0,0,0,0
2003,ø,ser,ø,ø,ser,ø,ø,ø,20,traduction,Non, Non,2003,0,1,0,0,1,0,0,0
2004,ø,ø,de,ø,ø,de,ø,ø,20,traduction,Non, Non,2004,0,0,2,0,0,2,0,0
2005,de,de,de,de,ø,de,de,ø,20,traduction,Non, Non,2005,2,2,2,2,0,2,2,0
2006,ø,en,ø,ø,en,ø,ø,ø,20,glose,Non, Non,2006,0,1,0,0,1,0,0,0
2007,que,que,que,que,ø,que,que,ø,20,glose,Non, Non,2007,2,2,2,2,0,2,2,0
2008,dize,ø,dize,dize,ø,dize,dize,ø,20,glose,Non, Non,2008,2,0,2,2,0,2,2,0
2009,le,ø,lo,lo,lo,lo,lo,ø,20,glose,Non, Non,2009,2,0,3,3,3,3,3,0
2010,ø,ø,ø,ø,ø,el,ø,ø,20,glose,Non, Non,2010,0,0,0,0,0,2,0,0
2011,ø,ø,ø,ø,ø,que,ø,ø,20,glose,Non, Non,2011,0,0,0,0,0,2,0,0
2012,es,es,es,es,ø,es,es,ø,20,glose,Non, Non,2012,2,2,2,2,0,2,2,0
2013,a,a,ø,a,a,a,a,ø,20,glose,Non, Non,2013,1,1,0,1,1,1,1,0
2014,a,a,ø,a,a,a,ø,ø,20,glose,Non, Non,2014,1,1,0,1,1,1,0,0
2015,que,que,que,ø,que,que,que,ø,20,glose,Non, Non,2015,1,1,1,0,1,1,1,0
2016,ø,a,a,a,a,a,a,ø,20,glose,Non, Non,2016,0,1,1,1,1,1,1,0
2017,es,es,ø,es,es,es,es,ø,20,glose,Non, Non,2017,1,1,0,1,1,1,1,0
2018,ø,ø,ø,ø,ø,ø,se,ø,20,glose,Non, Non,2018,0,0,0,0,0,0,2,0
2019,se,se,se,se,se,se,ø,ø,20,glose,Non, Non,2019,1,1,1,1,1,1,0,0
2020,ø,dél,ø,ø,dél,ø,ø,ø,20,glose,Non, Non,2020,0,1,0,0,1,0,0,0
2021,a,ø,a,ø,ø,ø,a,ø,20,glose,Non, Non,2021,2,0,2,0,0,0,2,0
2022,ø,le,ø,ø,le,ø,ø,ø,20,glose,Non, Non,2022,0,1,0,0,1,0,0,0
2023,se,se,sse,se,ø,se,se,ø,20,glose,Non, Non,2023,3,3,1,3,0,3,3,0
2024,ø,ø,ø,a,ø,ø,ø,ø,20,glose,Non, Non,2024,0,0,0,2,0,0,0,0
2025,a,a,a,a,a,ø,ø,ø,20,glose,Non, Non,2025,1,1,1,1,1,0,0,0
2026,le,ø,le,le,le,le,le,ø,20,glose,Non, Non,2026,1,0,1,1,1,1,1,0
2027,ø,ø,ø,ø,ø,ø,se,ø,20,glose,Non, Non,2027,0,0,0,0,0,0,2,0
2028,ø,cosa,ø,cosa,cosa,cosa,ø,ø,20,glose,Non, Non,2028,0,1,0,1,1,1,0,0
2029,ø,es,ø,es,es,es,es,ø,20,glose,Non, Non,2029,0,1,0,1,1,1,1,0
2030,toda,toda,toda,toda,ø,toda,toda,ø,20,glose,Non, Non,2030,2,2,2,2,0,2,2,0
2031,ø,ø,ø,ø,ø,ø,e,ø,20,glose,Non, Non,2031,0,0,0,0,0,0,2,0
2032,e,ø,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,2032,2,0,0,0,0,0,0,0
2033,al,al,al,al,ø,al,al,ø,20,glose,Non, Non,2033,2,2,2,2,0,2,2,0
2034,su,su,su,su,ø,su,su,ø,20,glose,Non, Non,2034,2,2,2,2,0,2,2,0
2035,el,el,el,el,ø,el,el,ø,20,glose,Non, Non,2035,2,2,2,2,0,2,2,0
2036,ø,ø,ø,ø,ø,ø,peso,ø,20,glose,Non, Non,2036,0,0,0,0,0,0,2,0
2037,le,ø,le,le,le,le,le,ø,20,glose,Non, Non,2037,1,0,1,1,1,1,1,0
2038,ø,ø,ø,ø,ø,ø,se,ø,20,glose,Non, Non,2038,0,0,0,0,0,0,2,0
2039,a,ø,a,a,a,a,a,ø,20,glose,Non, Non,2039,1,0,1,1,1,1,1,0
2040,ø,el,el,el,el,el,el,ø,20,glose,Non, Non,2040,0,1,1,1,1,1,1,0
2041,a,ø,a,a,ø,a,a,ø,20,glose,Non, Non,2041,2,0,2,2,0,2,2,0
2042,dicho,dicho,dicho,dicho,ø,dicho,dicho,ø,20,glose,Non, Non,2042,2,2,2,2,0,2,2,0
2043,ø,que,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,2043,0,2,0,0,0,0,0,0
2044,ø,ø,ø,ø,aquí,ø,ø,ø,20,glose,Non, Non,2044,0,0,0,0,1,0,0,0
2045,ø,les,ø,ø,les,ø,ø,ø,20,glose,Non, Non,2045,0,1,0,0,1,0,0,0
2046,que,que,que,que,ø,que,que,ø,20,glose,Non, Non,2046,2,2,2,2,0,2,2,0
2047,que,ø,que,que,ø,que,que,ø,20,glose,Non, Non,2047,2,0,2,2,0,2,2,0
2048,en,ø,en,en,ø,en,en,ø,20,glose,Non, Non,2048,2,0,2,2,0,2,2,0
2049,en,en,en,en,ø,ø,en,ø,20,glose,Non, Non,2049,2,2,2,2,0,0,2,0
2050,ø,a,a,ø,ø,ø,ø,ø,20,glose,Non, Non,2050,0,2,2,0,0,0,0,0
2051,ø,ø,ø,ø,yo,ø,ø,ø,20,glose,Non, Non,2051,0,0,0,0,1,0,0,0
2052,ø,ø,yo,ø,ø,ø,ø,ø,20,glose,Non, Non,2052,0,0,2,0,0,0,0,0
2053,ø,ø,Et,ø,Et,Et,ø,ø,20,glose,Non, Non,2053,0,0,1,0,1,1,0,0
2054,grands,ø,grandes,grandes,ø,grandes,grandes,ø,20,glose,Non, Non,2054,2,0,3,3,0,3,3,0
2055,ø,que,ø,de,ø,ø,ø,ø,20,glose,Non, Non,2055,0,3,0,1,0,0,0,0
2056,que,ø,que,que,ø,que,que,ø,20,glose,Non, Non,2056,2,0,2,2,0,2,2,0
2057,le,ø,le,le,ø,le,le,ø,20,glose,Non, Non,2057,2,0,2,2,0,2,2,0
2058,a,a,ø,a,a,a,ø,ø,20,glose,Non, Non,2058,1,1,0,1,1,1,0,0
2059,cosa,cosa,ø,ø,cosa,ø,cosa,ø,20,glose,Non, Non,2059,1,1,0,0,1,0,1,0
2060,ø,es,ø,es,es,es,es,ø,20,glose,Non, Non,2060,0,1,0,1,1,1,1,0
2061,ø,ø,ø,ø,ø,la,ø,ø,20,glose,Non, Non,2061,0,0,0,0,0,2,0,0
2062,le,le,ø,le,ø,ø,ø,ø,20,glose,Non, Non,2062,2,2,0,2,0,0,0,0
2063,los,los,ø,ø,los,los,los,ø,20,glose,Non, Non,2063,1,1,0,0,1,1,1,0
2064,toda,ø,ø,ø,ø,ø,toda,ø,20,glose,Non, Non,2064,2,0,0,0,0,0,2,0
2065,ø,ø,ø,ø,ø,el,ø,ø,20,glose,Non, Non,2065,0,0,0,0,0,2,0,0
2066,ø,casarse,ø,ø,casarse,ø,se,ø,20,glose,Non, Non,2066,0,3,0,0,3,0,1,0
2067,su,ø,ø,su,ø,su,su,ø,20,glose,Non, Non,2067,2,0,0,2,0,2,2,0
2068,ø,ø,ø,fazían,ø,fazían,ø,ø,20,glose,Non, Non,2068,0,0,0,2,0,2,0,0
2069,muy,muy,ø,muy,ø,muy,muy,ø,20,glose,Non, Non,2069,2,2,0,2,0,2,2,0
2070,ø,ø,ø,ø,Felipo,ø,ø,ø,20,glose,Non, Non,2070,0,0,0,0,1,0,0,0
2071,por,ø,ø,por,ø,por,por,ø,20,glose,Non, Non,2071,2,0,0,2,0,2,2,0
2072,a,ø,ø,a,a,a,a,ø,20,glose,Non, Non,2072,1,0,0,1,1,1,1,0
2073,ochaua,viii°,ø,viii°,viii°,ø,octaua,ø,20,glose,Non, Non,2073,3,2,0,2,2,0,2,0
2074,e,ø,ø,e,ø,ø,e,ø,20,glose,Non, Non,2074,2,0,0,2,0,0,2,0
2075,a,ø,ø,ø,ø,ø,a,ø,20,glose,Non, Non,2075,2,0,0,0,0,0,2,0
2076,a,a,ø,a,ø,de,a,ø,20,glose,Non, Non,2076,2,2,0,2,0,3,2,0
2077,ø,e,ø,ø,e,ø,ø,ø,20,glose,Non, Non,2077,0,1,0,0,1,0,0,0
2078,e,e,ø,e,e,ø,e,ø,20,glose,Non, Non,2078,1,1,0,1,1,0,1,0
2079,ø,a,ø,ø,O,ø,o,ø,20,glose,Non, Non,2079,0,3,0,0,1,0,1,0
2080,ø,e,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,2080,0,2,0,0,0,0,0,0
2081,ø,ø,ø,ø,ø,a,ø,ø,20,glose,Non, Non,2081,0,0,0,0,0,2,0,0
2082,ø,ø,ø,ø,él,ø,ø,ø,20,glose,Non, Non,2082,0,0,0,0,1,0,0,0
2083,ø,e,ø,e,e,e,e,ø,20,glose,Non, Non,2083,0,1,0,1,1,1,1,0
2084,ya,ya,ø,ya,ø,ya,ya,ø,20,glose,Non, Non,2084,2,2,0,2,0,2,2,0
2085,ø,ø,ø,ø,ø,Et,ø,ø,20,glose,Non, Non,2085,0,0,0,0,0,2,0,0
2086,ø,ø,ø,ø,ø,ø,E,ø,20,glose,Non, Non,2086,0,0,0,0,0,0,2,0
2087,muy,muy,ø,muy,ø,muy,muy,ø,20,glose,Non, Non,2087,2,2,0,2,0,2,2,0
2088,ø,a,ø,ø,ø,ø,a,ø,20,glose,Non, Non,2088,0,2,0,0,0,0,2,0
2089,ø,,,ø,ø,ø,ø,ø,ø,20,glose,Non,2089,0,2,0,0,0,0,0,0
2090,que,que,ø,que,que,ø,que,ø,20,glose,Non, Non,2090,1,1,0,1,1,0,1,0
2091,ø,e,ø,e,e,ø,ø,ø,20,glose,Non, Non,2091,0,1,0,1,1,0,0,0
2092,ø,la,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,2092,0,2,0,0,0,0,0,0
2093,le,ø,ø,le,ø,le,le,ø,20,glose,Non, Non,2093,2,0,0,2,0,2,2,0
2094,el,ø,ø,el,ø,el,el,ø,20,glose,Non, Non,2094,2,0,0,2,0,2,2,0
2095,ø,ø,ø,ø,ø,ø,lo,ø,20,glose,Non, Non,2095,0,0,0,0,0,0,2,0
2096,sal,ø,ø,sal,sal,sal,sal,ø,20,glose,Non, Non,2096,1,0,0,1,1,1,1,0
2097,toda,toda,ø,toda,ø,toda,toda,ø,20,glose,Non, Non,2097,2,2,0,2,0,2,2,0
2098,ø,ø,ø,ø,toda,ø,ø,ø,20,glose,Non, Non,2098,0,0,0,0,1,0,0,0
2099,ø,he,ø,ø,he,ø,ø,ø,20,glose,Non, Non,2099,0,1,0,0,1,0,0,0
2100,ø,e,ø,e,e,e,e,ø,20,glose,Non, Non,2100,0,1,0,1,1,1,1,0
2101,ø,que,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,2101,0,2,0,0,0,0,0,0
2102,esto,ø,ø,esto,ø,esto,esto,ø,20,glose,Non, Non,2102,2,0,0,2,0,2,2,0
2103,ø,esto,ø,ø,esto,ø,ø,ø,20,glose,Non, Non,2103,0,1,0,0,1,0,0,0
2104,esto,ø,ø,esto,ø,esto,esto,ø,20,glose,Non, Non,2104,2,0,0,2,0,2,2,0
2105,ø,ca,ø,e,que,et,e,ø,20,glose,Non, Non,2105,0,4,0,3,1,5,3,0
2106,ø,ø,ø,ø,ovo,ø,ø,ø,20,glose,Non, Non,2106,0,0,0,0,1,0,0,0
2107,ø,e,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,2107,0,2,0,0,0,0,0,0
2108,e,ø,ø,e,e,que,e,ø,20,glose,Non, Non,2108,2,0,0,2,2,3,2,0
2109,le,ø,ø,lo,lo,lo,le,ø,20,glose,Non, Non,2109,2,0,0,3,3,3,2,0
2110,le,ø,ø,le,le,le,le,ø,20,glose,Non, Non,2110,1,0,0,1,1,1,1,0
2111,muy,muy,ø,muy,muy,ø,muy,ø,20,glose,Non, Non,2111,1,1,0,1,1,0,1,0
2112,algos,ø,ø,ø,ø,ø,algos,ø,20,glose,Non, Non,2112,2,0,0,0,0,0,2,0
2113,ø,él,ø,ø,él,ø,ø,ø,20,glose,Non, Non,2113,0,1,0,0,1,0,0,0
2114,ø,las,ø,ø,las,ø,ø,ø,20,glose,Non, Non,2114,0,1,0,0,1,0,0,0
2115,le,le,ø,ø,le,ø,le,ø,20,glose,Non, Non,2115,1,1,0,0,1,0,1,0
2116,ø,e,ø,e,e,e,e,ø,20,glose,Non, Non,2116,0,1,0,1,1,1,1,0
2117,ø,ø,ø,ø,sus,ø,ø,ø,20,glose,Non, Non,2117,0,0,0,0,1,0,0,0
2118,ø,ø,ø,ø,della,ø,ø,ø,20,glose,Non, Non,2118,0,0,0,0,1,0,0,0
2119,ø,ø,ø,ø,tý,ø,ø,ø,20,glose,Non, Non,2119,0,0,0,0,1,0,0,0
2120,que,ø,ø,que,ø,que,que,ø,20,glose,Non, Non,2120,2,0,0,2,0,2,2,0
2121,te,te,ø,te,te,ø,te,ø,20,glose,Non, Non,2121,1,1,0,1,1,0,1,0
2122,ø,que,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,2122,0,2,0,0,0,0,0,0
2123,te,te,ø,te,te,ø,te,ø,20,glose,Non, Non,2123,1,1,0,1,1,0,1,0
2124,esto,esto,ø,esto,esto,ø,esto,ø,20,glose,Non, Non,2124,1,1,0,1,1,0,1,0
2125,ø,el,ø,el,el,el,el,ø,20,glose,Non, Non,2125,0,1,0,1,1,1,1,0
2126,te,te,ø,te,te,ø,te,ø,20,glose,Non, Non,2126,1,1,0,1,1,0,1,0
2127,ø,e,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,2127,0,2,0,0,0,0,0,0
2128,ø,trayan,ø,a,trayan,a,ø,ø,20,glose,Non, Non,2128,0,1,0,3,1,3,0,0
2129,luego,luego,ø,ø,luego,ø,luego,ø,20,glose,Non, Non,2129,1,1,0,0,1,0,1,0
2130,ø,de,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,2130,0,2,0,0,0,0,0,0
2131,forma,forma,ø,forma,ø,forma,forma,ø,20,glose,Non, Non,2131,2,2,0,2,0,2,2,0
2132,la,ø,ø,la,la,la,la,ø,20,glose,Non, Non,2132,1,0,0,1,1,1,1,0
2133,yo,yo,ø,ø,yo,ø,yo,ø,20,glose,Non, Non,2133,1,1,0,0,1,0,1,0
2134,luego,luego,ø,ø,luego,ø,luego,ø,20,glose,Non, Non,2134,1,1,0,0,1,0,1,0
2135,e,e,ø,ø,e,e,e,ø,20,glose,Non, Non,2135,1,1,0,0,1,1,1,0
2136,ø,su,ø,ø,su,ø,ø,ø,20,glose,Non, Non,2136,0,1,0,0,1,0,0,0
2137,vezes,vezes,ø,ø,ø,ø,vezes,ø,20,glose,Non, Non,2137,2,2,0,0,0,0,2,0
2138,ø,luego,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,2138,0,2,0,0,0,0,0,0
2139,ø,ø,ø,ø,ø,eran,eran,ø,20,glose,Non, Non,2139,0,0,0,0,0,2,2,0
2140,ø,ø,ø,ø,en,ø,ø,ø,20,glose,Non, Non,2140,0,0,0,0,1,0,0,0
2141,ø,ø,ø,ø,Alixandre,ø,ø,ø,20,glose,Non, Non,2141,0,0,0,0,1,0,0,0
2142,don,ø,ø,don,ø,don,don,ø,20,glose,Non, Non,2142,2,0,0,2,0,2,2,0
2143,ø,et,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,2143,0,2,0,0,0,0,0,0
2144,ø,el,ø,el,el,el,el,ø,20,glose,Non, Non,2144,0,1,0,1,1,1,1,0
2145,ø,a,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,2145,0,2,0,0,0,0,0,0
2146,do,ø,ø,do,de,ø,do,ø,20,glose,Non, Non,2146,1,0,0,1,3,0,1,0
2147,ø,desque,ø,ø,que,ø,ø,ø,20,glose,Non, Non,2147,0,1,0,0,2,0,0,0
2148,tomo,tomól,ø,tomó,tomóle,ø,tomo,ø,20,glose,Non, Non,2148,2,4,0,2,1,0,2,0
2149,ø,toda,ø,ø,toda,ø,ø,ø,20,glose,Non, Non,2149,0,1,0,0,1,0,0,0
2150,lo,ø,ø,lo,lo,lo,lo,ø,20,glose,Non, Non,2150,1,0,0,1,1,1,1,0
2151,ø,a,ø,a,a,a,ø,ø,20,glose,Non, Non,2151,0,1,0,1,1,1,0,0
2152,de,ø,de,de,de,de,de,ø,20,glose,Non, Non,2152,1,0,1,1,1,1,1,0
2153,ø,en,en,en,en,en,e,ø,20,glose,Non, Non,2153,0,2,2,2,2,2,3,0
2154,treynta,treynta,treynta,treynta,ø,treynta,treynta,ø,20,glose,Non, Non,2154,2,2,2,2,0,2,2,0
2155,ø,ø,ø,en,ø,en,en,ø,20,glose,Non, Non,2155,0,0,0,2,0,2,2,0
2156,le,ø,le,le,ø,le,le,ø,20,glose,Non, Non,2156,2,0,2,2,0,2,2,0
2157,ø,Alexandre,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,2157,0,2,0,0,0,0,0,0
2158,ø,ø,ø,ø,Alixandre,ø,ø,ø,20,glose,Non, Non,2158,0,0,0,0,1,0,0,0
2159,lo,ø,lo,lo,lo,lo,lo,ø,20,glose,Non, Non,2159,1,0,1,1,1,1,1,0
2160,a,a,a,a,ø,a,a,ø,20,glose,Non, Non,2160,2,2,2,2,0,2,2,0
2161,ø,de,ø,ø,de,ø,ø,ø,20,glose,Non, Non,2161,0,1,0,0,1,0,0,0
2162,ø,ø,ø,ø,de,ø,ø,ø,20,glose,Non, Non,2162,0,0,0,0,1,0,0,0
2163,lo,lo,lo,lo,lo,ø,lo,ø,20,glose,Non, Non,2163,1,1,1,1,1,0,1,0
2164,ø,ø,ø,ø,de,ø,ø,ø,20,glose,Non, Non,2164,0,0,0,0,1,0,0,0
2165,do,Do,do,do,donde,ø,do,ø,20,glose,Non, Non,2165,1,1,1,1,1,0,1,0
2166,se,se,se,se,ø,se,se,ø,20,glose,Non, Non,2166,2,2,2,2,0,2,2,0
2167,mucho,ø,mucho,mucho,ø,mucho,mucho,ø,20,glose,Non, Non,2167,2,0,2,2,0,2,2,0
2168,ø,ø,mucha,ø,ø,mucha,ø,ø,20,glose,Non, Non,2168,0,0,2,0,0,2,0,0
2169,ø,mejor,ø,quando,ø,son,ø,ø,21,,Non, Non,2169,0,4,0,1,0,3,0,0
2170,ø,Et,ø,ø,ø,ø,ø,ø,21,traduction,Non, Non,2170,0,2,0,0,0,0,0,0
2171,ø,ø,ø,ø,se,ø,ø,ø,21,traduction,Non, Non,2171,0,0,0,0,1,0,0,0
2172,ø,ø,ø,ø,deven,ø,ø,ø,21,traduction,Non, Non,2172,0,0,0,0,1,0,0,0
2173,ø,que,ø,ø,ø,ø,ø,ø,21,traduction,Non, Non,2173,0,2,0,0,0,0,0,0
2174,ø,ø,ø,ø,terçero,ø,ø,ø,21,traduction,Non, Non,2174,0,0,0,0,1,0,0,0
2175,ø,ý,ø,ø,ø,ø,ø,ø,21,traduction,Non, Non,2175,0,2,0,0,0,0,0,0
2176,ø,sobre,ø,ø,ø,ø,ø,ø,21,traduction,Non, Non,2176,0,2,0,0,0,0,0,0
2177,ø,otros,ø,ø,ø,ø,ø,ø,21,traduction,Non, Non,2177,0,2,0,0,0,0,0,0
2178,muy,muy,muy,muy,muy,ø,muy,ø,21,glose,Non, Non,2178,1,1,1,1,1,0,1,0
2179,muy,ø,ø,muy,ø,ø,muy,ø,21,glose,Non, Non,2179,2,0,0,2,0,0,2,0
2180,ø,el,el,le,ø,el,el,ø,21,glose,Non, Non,2180,0,1,1,3,0,1,1,0
2181,sus,sus,sus,ø,ø,sus,sus,ø,21,glose,Non, Non,2181,2,2,2,0,0,2,2,0
2182,ø,a,ø,ø,a,ø,ø,ø,21,glose,Non, Non,2182,0,1,0,0,1,0,0,0
2183,ø,ø,la,ø,ø,ø,ø,ø,21,glose,Non, Non,2183,0,0,2,0,0,0,0,0
2184,ø,ø,ø,ø,e,ø,ø,ø,21,glose,Non, Non,2184,0,0,0,0,1,0,0,0
2185,ø,ø,ø,ø,Alixandre,ø,ø,ø,21,glose,Non, Non,2185,0,0,0,0,1,0,0,0
2186,la,ø,la,la,ø,la,la,ø,21,glose,Non, Non,2186,2,0,2,2,0,2,2,0
2187,se,se,ø,se,se,se,se,ø,21,glose,Non, Non,2187,1,1,0,1,1,1,1,0
2188,ø,a,a,a,a,a,a,ø,21,glose,Non, Non,2188,0,1,1,1,1,1,1,0
2189,ø,ø,ø,ø,en,ø,ø,ø,21,glose,Non, Non,2189,0,0,0,0,1,0,0,0
2190,esto,ø,esto,esto,ø,esto,esto,ø,21,glose,Non, Non,2190,2,0,2,2,0,2,2,0
2191,a,a,a,a,ø,a,a,ø,21,glose,Non, Non,2191,2,2,2,2,0,2,2,0
2192,ninguno,ø,ninguno,ninguno,ø,ninguno,ninguno,ø,21,glose,Non, Non,2192,2,0,2,2,0,2,2,0
2193,se,ø,ø,ø,ø,ø,ø,ø,21,glose,Non, Non,2193,2,0,0,0,0,0,0,0
2194,el,el,el,el,ø,el,el,ø,21,glose,Non, Non,2194,2,2,2,2,0,2,2,0
2195,le,ø,le,le,ø,le,le,ø,21,glose,Non, Non,2195,2,0,2,2,0,2,2,0
2196,ø,el,el,el,el,el,el,ø,21,glose,Non, Non,2196,0,1,1,1,1,1,1,0
2197,ø,más,más,más,más,más,ø,ø,21,glose,Non, Non,2197,0,1,1,1,1,1,0,0
2198,ø,estudo,ø,ø,estudo,ø,ø,ø,21,glose,Non, Non,2198,0,1,0,0,1,0,0,0
2199,por,por,por,por,ø,por,por,ø,21,glose,Non, Non,2199,2,2,2,2,0,2,2,0
2200,le,le,ø,ø,lo,ø,ø,ø,21,glose,Non, Non,2200,3,3,0,0,1,0,0,0
2201,ø,en,en,en,en,entre,en,ø,21,glose,Non, Non,2201,0,3,3,3,3,1,3,0
2202,ø,ø,ø,ø,ø,ø,virtud,ø,21,glose,Non, Non,2202,0,0,0,0,0,0,2,0
2203,virtud,virtud,virtud,virtud,virtud,virtud,ø,ø,21,glose,Non, Non,2203,1,1,1,1,1,1,0,0
2204,de,de,de,de,ø,de,de,ø,21,glose,Non, Non,2204,2,2,2,2,0,2,2,0
2205,ø,de,de,ø,de,ø,ø,ø,21,glose,Non, Non,2205,0,1,1,0,1,0,0,0
2206,que,ø,ø,ø,ø,ø,ø,ø,21,glose,Non, Non,2206,2,0,0,0,0,0,0,0
2207,e,e,ø,e,e,e,e,ø,21,glose,Non, Non,2207,1,1,0,1,1,1,1,0
2208,s,ø,ø,ø,ø,ø,ø,ø,21,glose,Non, Non,2208,2,0,0,0,0,0,0,0
2209,el,ø,el,el,ø,el,el,ø,21,glose,Non, Non,2209,2,0,2,2,0,2,2,0
2210,yo,yo,ø,yo,yo,yo,yo,ø,21,glose,Non, Non,2210,1,1,0,1,1,1,1,0
2211,ellos,los,ellos,ellos,ø,los,ellos,ø,21,glose,Non, Non,2211,3,2,3,3,0,2,3,0
2212,ø,ø,a,a,ø,a,a,ø,21,glose,Non, Non,2212,0,0,2,2,0,2,2,0
2213,ø,ø,ø,ø,ø,a,ø,ø,21,glose,Non, Non,2213,0,0,0,0,0,2,0,0
2214,el,el,el,el,ø,el,el,ø,21,glose,Non, Non,2214,2,2,2,2,0,2,2,0
2215,le,ø,le,le,ø,le,le,ø,21,glose,Non, Non,2215,2,0,2,2,0,2,2,0
2216,suyo,ø,suyo,suyo,ø,suyo,suyo,ø,21,glose,Non, Non,2216,2,0,2,2,0,2,2,0
2217,miedo,miedo,miedo,miedo,miedo,ø,miedo,ø,21,glose,Non, Non,2217,1,1,1,1,1,0,1,0
