Index,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U,Chapitre, Type, Conserver, Revoir,Index,A,B,G,J,Q,R,Z,U,Notes,Index
3010,ø,Et,manera,ø,ø,ø,manera,ø,22,traduction,Non, Non,3010,0,2,1,0,0,0,1,NA,,3010
3011,ø,éstas,de,ø,ø,ø,de,ø,22,traduction,Non, Non,3011,0,1,2,0,0,0,2,NA,,3011
3012,e,son,están,e,son,e,e,ø,22,traduction,Non, Non,3012,1,3,2,1,3,1,1,NA,,3012
3013,resina,rresyna,resina,resina,rregina,resina,rezina,ø,22,traduction,Non, Non,3013,2,2,2,2,1,2,2,NA,,3013
3014,el,al,el,el,el,el,el,ø,22,traduction,Non, Non,3014,1,2,1,1,1,1,1,NA,,3014
3015,quebranten,conbatan,quebranten,quebrantaren,conbatan,quebranten,quebranten,ø,22,traduction,Oui, Non,3015,2,1,2,3,1,2,2,NA,,3015
3016,o,e,e,o,e,o,o,ø,22,traduction,Non, Non,3016,2,1,1,2,1,2,2,NA,,3016
3017,parte,cadenas,parte,parte,cadenas,parte,parte,ø,22,traduction,Oui, Non,3017,2,1,2,2,1,2,2,NA,,3017
3018,enella,en,en,en,en,en,en,ø,22,traduction,Non, Non,3018,2,1,1,1,1,1,1,NA,,3018
3019,o,e,o,o,e,o,o,ø,22,traduction,Non, Non,3019,2,1,2,2,1,2,2,NA,,3019
3020,si,ay,asý,así,ay,asý,assi,ø,22,traduction,Non, Non,3020,2,1,3,3,1,3,3,NA,,3020
3021,cosas,cabtelas,cosas,cosas,cabtelas,cosas,cosas,ø,22,traduction,Oui, Non,3021,2,1,2,2,1,2,2,NA,,3021
3022,ellas,ø,ellas,ellas,ø,ellas,estas,ø,22,traduction,Non, Non,3022,1,0,1,1,0,1,2,NA,,3022
3023,puedese,puédese,puédese,puédense,puédese,puede,puedese,ø,22,traduction,Non, Non,3023,1,1,1,3,1,2,1,NA,,3023
3024,fazer,fazer,fazer,fazer,fazer,fazerse,fazer,ø,22,traduction,Non, Non,3024,1,1,1,1,1,2,1,NA,,3024
3025,contra,con,contra,contra,contra,contra,contra,ø,22,traduction,Non, Non,3025,1,2,1,1,1,1,1,NA,,3025
3026,carrnero,carnero,carnero,carnero,contrario,carnero,carnero,ø,22,traduction,Non, Non,3026,2,2,2,2,1,2,2,NA,,3026
3027,enel,en,en,en,en,en,en,ø,22,traduction,Non, Non,3027,2,1,1,1,1,1,1,NA,,3027
3028,dentado,dentado,dentado,dentado,dentudo,dentado,dentado,ø,22,traduction,Non, Non,3028,2,2,2,2,1,2,2,NA,,3028
3029,deuenle,dévenlo,ø,dévenle,dévenlo,dévenle,deuenle,ø,22,traduction,Non, Non,3029,1,3,0,2,3,2,1,NA,,3029
3030,que,quel,que,que,que,que,que,ø,22,traduction,Non, Non,3030,1,2,1,1,1,1,1,NA,,3030
3031,e,el,el,el,el,el,el,ø,22,traduction,Non, Non,3031,2,1,1,1,1,1,1,NA,,3031
3032,tomandolo,tomandol,tomándolo,tomándolo,tomándolo,tomándolo,tomandolo,ø,22,traduction,Non, Non,3032,2,3,1,1,1,1,2,NA,,3032
3033,asi,sý,sí,sí,sí,sý,ssi,ø,22,traduction,Non, Non,3033,1,1,1,1,1,1,1,NA,,3033
3034,o,e,o,o,e,o,o,ø,22,traduction,Non, Non,3034,2,1,2,2,1,2,2,NA,,3034
3035,tenerlo,tenerle,tenerlo,tenerle,tenerlo,tenerle,tenerlo,ø,22,traduction,Non, Non,3035,1,2,1,2,1,2,1,NA,,3035
3036,instrumente,instrumento,instrumento,intrumento,ynstrumento,ynstrumento,instrumento,ø,22,traduction,Non, Non,3036,2,3,3,1,3,3,3,NA,,3036
3037,por,por,por,por,con,por,por,ø,22,traduction,Non, Non,3037,2,2,2,2,1,2,2,NA,,3037
3038,al,el,al,el,al,el,al,ø,22,traduction,Non, Non,3038,1,2,1,2,1,2,1,NA,,3038
3039,enderecho,derecho,derecho,derecho,derecho,derecho,derecho,ø,22,traduction,Non, Non,3039,2,1,1,1,1,1,1,NA,,3039
3040,castilo,castillo,castillo,castillo,castillo,castillo,castillo,ø,22,traduction,Non, Non,3040,2,1,1,1,1,1,1,NA,,3040
3041,o,e,o,o,e,o,O,ø,22,traduction,Non, Non,3041,2,1,2,2,1,2,2,NA,,3041
3042,soportarle,soportarle,soportarle,soportarle,soportarlo,soportarle,soportarle,ø,22,traduction,Non, Non,3042,2,2,2,2,1,2,2,NA,,3042
3043,o,o,o,o,e,o,o,ø,22,traduction,Non, Non,3043,2,2,2,2,1,2,2,NA,,3043
3044,ponerle,ponerle,ponerle,ponerle,ponerlo,ponerle,ponerle,ø,22,traduction,Non, Non,3044,2,2,2,2,1,2,2,NA,,3044
3045,pesadura,pesadura,pesadura,pesadura,quebradura,pesadura,pesadura,ø,22,traduction,Non, Non,3045,2,2,2,2,1,2,2,NA,,3045
3046,gatas,gatas,gatas,gatas,gatas,garas,gatas,ø,22,traduction,Non, Non,3046,1,1,1,1,1,2,1,NA,,3046
3047,aun,aun,aun,aun,aun,aun,avn,ø,22,traduction,Non, Non,3047,1,1,1,1,1,1,2,NA,,3047
3048,muslos,muslos,,muros,muslos,muslos,muslos,ø,22,traduction,Non, Non,3048,1,1,2,3,1,1,1,NA,,3048
3049,peñas,pellas,pellas,peñas,pellas,peñas,peñas,ø,22,traduction,Oui, Non,3049,2,1,1,2,1,2,2,NA,,3049
3050,fuerte,fuertemente,fuerte,fuerte,fuertemente,fuerte,fuerte,ø,22,traduction,Non, Non,3050,2,1,2,2,1,2,2,NA,,3050
3051,algunas,algunas,algunas,algunas,aquellas,algunas,algunas,ø,22,traduction,Non, Non,3051,2,2,2,2,1,2,2,NA,,3051
3052,fuydizos,fuydizos,fuydizos,fuydizos,foydos,fuydizos,fuydizos,ø,22,traduction,Non, Non,3052,2,2,2,2,1,2,2,NA,,3052
3053,fuera,fuera,fuera,fuera,,fuera,fuera,ø,22,traduction,Non, Non,3053,2,2,2,2,1,2,2,NA,,3053
3054,O,o,o,e,e,et,O,ø,22,traduction,Non, Non,3054,3,3,3,1,1,2,3,NA,,3054
3055,çibdat,çeladas,çibdat,çelada,çeladas,çelada,cibdad,ø,22,traduction,Oui, Non,3055,1,2,1,2,2,2,1,NA,,3055
3056,cerça,çerca,çerca,çerca,çerca,çerca,cerca,ø,22,glose,Non, Non,3056,2,1,1,1,1,1,1,NA,,3056
3057,arbellas,Arbellas,arbellas,Arbellas,Arbellias,Arbella,arbellas,ø,22,glose,Non, Non,3057,1,1,1,1,3,2,1,NA,,3057
3058,ø,que,ø,ø,que,ø,la,ø,22,glose,Non, Non,3058,0,1,0,0,1,0,2,NA,,3058
3059,ø,era,ø,ø,era,ø,me,ø,22,glose,Non, Non,3059,0,1,0,0,1,0,2,NA,,3059
3060,la,la,la,la,la,la,jor,ø,22,glose,Non, Non,3060,1,1,1,1,1,1,2,NA,,3060
3061,e,Et,Et,E,en,Et,e,ø,22,glose,Non, Non,3061,1,2,2,1,3,2,1,NA,,3061
3062,saliolo,saliól,saliólo,saliólo,salliólo,saliólo,saliolo,ø,22,glose,Non, Non,3062,1,2,1,1,1,1,1,NA,,3062
3063,muy,mucho,muy,muy,muy,muy,muy,ø,22,glose,Non, Non,3063,1,2,1,1,1,1,1,NA,,3063
3064,onrradamente,onrradamente,honrradamente,onrradamente,onrradamente,honrradamente,honrradamente,ø,22,glose,Non, Non,3064,1,1,2,1,1,2,2,NA,,3064
3065,e,e,e,e,de,e,e,ø,22,glose,Non, Non,3065,2,2,2,2,1,2,2,NA,,3065
3066,al,el,al,al,el,al,al,ø,22,glose,Non, Non,3066,2,1,2,2,1,2,2,NA,,3066
3067,encortinaron,encortinaron,encortinaron,encortinaron,encortinaron,encortináronla,encortinaron,ø,22,glose,Non, Non,3067,1,1,1,1,1,2,1,NA,,3067
3068,deseda,seda,seda,seda,seda,seda,seda,ø,22,glose,Non, Non,3068,2,1,1,1,1,1,1,NA,,3068
3069,fizoles,fízolos,fízoles,fízoles,fízoles,fízole,fizoles,ø,22,glose,Non, Non,3069,2,3,2,2,2,1,2,NA,,3069
3070,enel,en,en,en,en,en,en,ø,22,glose,Non, Non,3070,2,1,1,1,1,1,1,NA,,3070
3071,e,xxxiiii°,e,e,e,e,e,ø,22,glose,Non, Non,3071,1,2,1,1,1,1,1,NA,,3071
3072,refrescar,rrefrescar,refrescar,refrescar,rrefrescar,refrenar,refrescar,ø,22,glose,Non, Non,3072,1,1,1,1,1,2,1,NA,,3072
3073,cresçida,cresçida,creçida,creçida,rrecreçida,cresçida,crescida,ø,22,glose,Non, Non,3073,1,1,1,1,2,1,1,NA,,3073
3074,para,para,a,para,para,para,para,ø,22,glose,Non, Non,3074,1,1,2,1,1,1,1,NA,,3074
3075,caualleros,cabdillos,cavalleros,cavalleros,cabdillos,cavalleros,caualleros,ø,22,glose,Non, Non,3075,2,1,2,2,1,2,2,NA,,3075
3076,cabdillos,cavalleros,cabdillos,caudillos,cavalleros,caudillos,cabdillos,ø,22,glose,Non, Non,3076,1,2,1,1,2,1,1,NA,,3076
3077,vxios,Huxios,Uxios,Uxios,Uxios,uxios,Vxios,ø,22,glose,Non, Non,3077,3,2,1,1,1,1,3,NA,,3077
3078,montosa,montañosa,montosa,montosa,montañosa,ø,montuosa,ø,22,glose,Non, Non,3078,1,3,1,1,3,0,2,NA,,3078
3079,quisieransele,quisyéransele,quesiéransele,quisiéranse,quisiéransele,quisieransela,quisieransele,ø,22,glose,Non, Non,3079,3,3,2,3,3,1,3,NA,,3079
3080,en,en,en,en,e,en,en,ø,22,glose,Non, Non,3080,2,2,2,2,1,2,2,NA,,3080
3081,que,que,que,que,porque,que,que,ø,22,glose,Non, Non,3081,2,2,2,2,1,2,2,NA,,3081
3082,estaua,estava,estava,estava,estava,estaca,estaua,ø,22,glose,Non, Non,3082,2,2,2,2,2,1,2,NA,,3082
3083,tan,tan,tan,tan,tan,tan,muy,ø,22,glose,Non, Non,3083,1,1,1,1,1,1,2,NA,,3083
3084,que,que,que,que,que,que,por,ø,22,glose,Non, Non,3084,1,1,1,1,1,1,2,NA,,3084
3085,rogarle,rrogarle,rrogar,rogarle,rrogarle,rogarle,rogar,ø,22,glose,Non, Non,3085,1,1,2,1,1,1,2,NA,,3085
3086,que,ca,que,que,ca,quales,que,ø,22,glose,Non, Non,3086,2,1,2,2,1,3,2,NA,,3086
3087,dona,doña,doña,doña,doña,doña,doña,ø,22,glose,Non, Non,3087,2,1,1,1,1,1,1,NA,,3087
3088,sabian,sabién,vían,sabían,sabía,sabían,sabian,ø,22,glose,Non, Non,3088,1,1,3,1,2,1,1,NA,,3088
3089,rey,rrey,rey,rey,Alixandre,rey,Rey,ø,22,glose,Oui, Non,3089,1,1,1,1,2,1,1,NA,,3089
3090,perderia,perderié,perdería,perdería,perdería,perdonaba,perderia,ø,22,glose,Oui, Non,3090,1,3,1,1,1,2,1,NA,,3090
3091,asi,asý,así,assý,a,asý,assy,ø,22,glose,Non, Non,3091,2,2,2,2,1,2,2,NA,,3091
3092,vio,bio,vio,vido,sopo,vido,vio,ø,22,glose,Oui, Non,3092,2,2,2,2,1,2,2,NA,,3092
3093,ø,ø,ø,e,ø,que,que,ø,22,glose,Non, Non,3093,0,0,0,1,0,2,2,NA,,3093
3094,ademas,además,además,además,demás,además,ademas,ø,22,glose,Non, Non,3094,2,2,2,2,1,2,2,NA,,3094
3095,venose,vínose,vínose,vénose,vínose,vínose,vino,ø,22,glose,Non, Non,3095,2,2,2,2,2,2,1,NA,,3095
3096,quemola,quemóla,quemóla,quemóla,quemóla,quemóla,quemo,ø,22,glose,Non, Non,3096,2,2,2,2,2,2,1,NA,,3096
3097,ø,ø,ø,ø,e,ø,la,ø,22,glose,Non, Non,3097,0,0,0,0,1,0,2,NA,,3097
3098,ø,ø,ø,ø,destruyóla,ø,cibdad,ø,22,glose,Non, Non,3098,0,0,0,0,1,0,2,NA,,3098
3099,destruyo,destruyó,destruyó,destruyó,derribó,destruyó,destruyo,ø,22,glose,Non, Non,3099,1,1,1,1,2,1,1,NA,,3099
3100,eran,estavan,eran,eran,estavan,eran,eran,ø,22,glose,Oui, Non,3100,2,1,2,2,1,2,2,NA,,3100
3101,dioles,dióles,dióles,dióles,dióles,dióles,diosles,ø,22,glose,Non, Non,3101,1,1,1,1,1,1,2,NA,,3101
3102,visquesen,visquiesen,beviesen,biviesen,visquesen,biviesen,biuiessen,ø,22,glose,Non, Non,3102,2,2,1,2,2,2,2,NA,,3102
3103,torrnaronse,tornaron,tornáronse,tornaron,tornaron,rretorrnaron,tornaronse,ø,22,glose,Non, Non,3103,1,2,1,2,2,3,1,NA,,3103
3104,para,a,para,a,a,a,para,ø,22,glose,Non, Non,3104,2,1,2,1,1,1,2,NA,,3104
3105,el,dél,dél,él,él,dél,del,ø,22,glose,Non, Non,3105,2,1,1,2,2,1,1,NA,,3105
3106,los,los,los,los,los,los,todos,ø,22,glose,Non, Non,3106,1,1,1,1,1,1,2,NA,,3106
3107,suyos,suyos,suyos,suyos,suyos,suyos,sus,ø,22,glose,Non, Non,3107,1,1,1,1,1,1,2,NA,,3107
3108,salir,salirle,salir,salir,sallirle,salir,salir,ø,22,glose,Non, Non,3108,2,1,2,2,1,2,2,NA,,3108
3109,esforçolos,esforçó,efforçólos,esforçólos,efforçó,esforçólos,esforçolos,ø,22,glose,Non, Non,3109,2,1,2,2,1,2,2,NA,,3109
3110,ø,a,ø,ø,e,ø,ø,ø,22,glose,Non, Non,3110,0,2,0,0,1,0,0,NA,,3110
3111,tomar,tomar,tornar,tomar,tomar,tomar,tomar,ø,22,glose,Non, Non,3111,1,1,2,1,1,1,1,NA,,3111
3112,quisiera,quisiera,quisiera,quisiera,quisiéralos,quisiera,quisiera,ø,22,glose,Non, Non,3112,2,2,2,2,1,2,2,NA,,3112
3113,matarlos,matarlos,matarlos,matarlos,matar,matarlos,matarlos,ø,22,glose,Non, Non,3113,2,2,2,2,1,2,2,NA,,3113
3114,mas,e,Mas,mas,e,mas,Mas,ø,22,glose,Non, Non,3114,2,1,2,2,1,2,2,NA,,3114
3115,artabaco,Arcabatio,Artabaco,Artabaco,Artebario,Artabaco,Artabaco,ø,22,glose,Non, Non,3115,3,1,3,3,2,3,3,NA,,3115
3116,si,sý,sý,sí,sí,sý,sy,ø,22,glose,Non, Non,3116,2,1,1,1,1,1,1,NA,,3116
3117,E,E,et,E,e,ca,E,ø,22,glose,Non, Non,3117,1,1,2,1,1,3,1,NA,,3117
3118,cometido,encomençado,cometido,cometido,començado,acometido,cometido,ø,22,glose,Non, Non,3118,1,3,1,1,3,2,1,NA,,3118
3119,vieron,ovieron,vieron,vieron,ovieron,vieron,vieron,ø,22,glose,Non, Non,3119,2,1,2,2,1,2,2,NA,,3119
3120,patron,Patro,Patrón,Patrón,Polícrato,Patrón,Patron,ø,22,glose,Non, Non,3120,2,3,2,2,1,2,2,NA,,3120
3121,que,quel,que,que,que,que,que,ø,22,glose,Non, Non,3121,1,2,1,1,1,1,1,NA,,3121
3122,le,nol,le,le,lo,le,le,ø,22,glose,Non, Non,3122,3,1,3,3,2,3,3,NA,,3122
3123,partiose,partióse,partióse,partiósse,partióse,partióse,partio,ø,22,glose,Non, Non,3123,1,1,1,1,1,1,2,NA,,3123
3124,para,a,para,a,a,a,para,ø,22,glose,Non, Non,3124,2,1,2,1,1,1,2,NA,,3124
3125,perdonolo,perdonól,perdonólo,perdonóle,perdonólo,perdonóle,perdonolo,ø,22,glose,Non, Non,3125,3,2,1,4,1,4,3,NA,,3125
3126,tantas,atantas,tantas,tantas,tantas,tantas,tantas,ø,22,glose,Non, Non,3126,1,2,1,1,1,1,1,NA,,3126
3127,lançadas,lançadas,,lançadas,lançadas,lançadas,lançadas,ø,22,glose,Non, Non,3127,1,1,2,1,1,1,1,NA,,3127
3128,venia,venié,venía,venía,bivía,venýa,venia,ø,22,glose,Non, Non,3128,1,1,1,1,2,1,1,NA,,3128
3129,lo,quel,le,lo,lo,lo,lo,ø,22,glose,Non, Non,3129,1,2,3,1,1,1,1,NA,,3129
3130,auia,avía,avía,aquexava,avía,aquexava,auia,ø,22,glose,Oui, Non,3130,1,1,1,2,1,2,1,NA,,3130
3131,demandole,demandól,demandóle,demandóle,demandóle,demandóle,demandole,ø,22,glose,Non, Non,3131,2,1,2,2,2,2,2,NA,,3131
3132,quien,quién,quién,quién,quién,quién,queen,ø,22,glose,Non, Non,3132,2,2,2,2,2,2,1,NA,,3132
3133,dixo,dixo,díxole,dixo,dixo,dixo,dixo,ø,22,glose,Non, Non,3133,1,1,2,1,1,1,1,NA,,3133
3134,lo,lo,lo,lo,le,lo,lo,ø,22,glose,Non, Non,3134,2,2,2,2,1,2,2,NA,,3134
3135,le,quel,le,le,le,le,le,ø,22,glose,Non, Non,3135,1,2,1,1,1,1,1,NA,,3135
3136,que,quel,que,que,que,que,que,ø,22,glose,Non, Non,3136,1,2,1,1,1,1,1,NA,,3136
3137,ellos,ellos,ellos,ellos,ellos,ellos,aquellos,ø,22,glose,Non, Non,3137,1,1,1,1,1,1,2,NA,,3137
3138,vençida,vençida,vençida,vençida,bençida,vençida,vencida,ø,22,glose,Non, Non,3138,1,1,1,1,1,1,1,NA,,3138
3139,que,quel,que,que,que,que,que,ø,22,glose,Non, Non,3139,1,2,1,1,1,1,1,NA,,3139
3140,sobre,sobrél,sobre,sobre,sobrél,sobrél,sobrel,ø,22,glose,Non, Non,3140,1,2,1,1,2,2,2,NA,,3140
3141,leuauan,llevavan,llevavan,levavan,levavan,llevavan,leuauan,ø,22,glose,Non, Non,3141,1,2,2,1,1,2,1,NA,,3141
3142,ellos,ellos,ellos,ellos,ellos,ellos,conellos,ø,22,glose,Non, Non,3142,1,1,1,1,1,1,2,NA,,3142
3143,narbazones,Narbasones,Narbozones,Narbazones,Bornosones,Narbazones,narbazones,ø,22,glose,Non, Non,3143,4,3,2,4,1,4,4,NA,,3143
3144,ruego,rruego,rruego,ruego,ruego,ruego,ruego,ø,22,glose,Non, Non,3144,1,2,2,1,1,1,1,NA,,3144
3145,que,quel,que,que,quel,que,que,ø,22,glose,Non, Non,3145,2,1,2,2,1,2,2,NA,,3145
3146,arastro,arrastró,arrastró,arastró,,arastró,arrastro,ø,22,glose,Non, Non,3146,2,2,2,2,1,2,2,NA,,3146
3147,enforcolo,enforcólo,enforcólo,enforcólos,aforçólo,enforcólo,enforcolo,ø,22,glose,Non, Non,3147,1,1,1,2,3,1,1,NA,,3147
3148,assi,asý,así,así,así,allý,assi,ø,22,glose,Non, Non,3148,1,1,1,1,1,2,1,NA,,3148
3149,era,era,era,era,el,era,era,ø,22,glose,Non, Non,3149,2,2,2,2,1,2,2,NA,,3149
3150,senonr,señor,señor,señor,señor,señor,señor,ø,22,glose,Non, Non,3150,2,1,1,1,1,1,1,NA,,3150
3151,allego,allegó,allegó,allegó,llegó,allegó,allego,ø,22,glose,Non, Non,3151,1,1,1,1,2,1,1,NA,,3151
3152,e,e,e,e,a,e,e,ø,22,glose,Non, Non,3152,2,2,2,2,1,2,2,NA,,3152
3153,saliolo,saliól,salióle,saliólo,salliólo,saliólo,saliolo,ø,22,glose,Non, Non,3153,1,2,2,1,1,1,1,NA,,3153
3154,quales,les,quales,quales,quales,quales,quales,ø,22,glose,Non, Non,3154,1,2,1,1,1,1,1,NA,,3154
3155,tenerles,tener,tenerles,tenerles,tener,tenerles,tener,ø,22,glose,Non, Non,3155,2,1,2,2,1,2,1,NA,,3155
3156,en,en,en,en,e,en,en,ø,22,glose,Non, Non,3156,2,2,2,2,1,2,2,NA,,3156
3157,tan,tan,atán,tan,tan,tan,tan,ø,22,glose,Non, Non,3157,1,1,2,1,1,1,1,NA,,3157
3158,,podié,podía,podía,podía,podía,podia,ø,22,glose,Non, Non,3158,1,2,2,2,2,2,2,NA,,3158
3159,lançar,lançar,,lançar,lançar,lançar,lançar,ø,22,glose,Non, Non,3159,1,1,2,1,1,1,1,NA,,3159
3160,en,en,en,en,en,e,en,ø,22,glose,Non, Non,3160,1,1,1,1,1,2,1,NA,,3160
3161,le,lo,le,lo,lo,lo,le,ø,22,glose,Non, Non,3161,2,1,2,1,1,1,2,NA,,3161
3162,ouo,tomó,ovo,ovo,ovo,ovo,ouo,ø,22,glose,Oui, Non,3162,1,2,1,1,1,1,1,NA,,3162
3163,dende,dende,dende,dende,ende,dende,dende,ø,22,glose,Non, Non,3163,2,2,2,2,1,2,2,NA,,3163
3164,dos,los,dos,dos,dos,dos,dos,ø,22,glose,Non, Non,3164,1,2,1,1,1,1,1,NA,,3164
3165,al,al,el,al,al,al,al,ø,22,glose,Non, Non,3165,1,1,2,1,1,1,1,NA,,3165
3166,de,de,de,de,de,e,de,ø,22,glose,Non, Non,3166,1,1,1,1,1,2,1,NA,,3166
3167,danpno,daño,dapño,daño,daño,dapño,daño,ø,22,glose,Non, Non,3167,2,1,1,1,1,1,1,NA,,3167
3168,y,ý,ý,ý,ay,ý,y,ø,22,glose,Non, Non,3168,2,2,2,2,1,2,2,NA,,3168
3169,el,el,el,el,el,quel,el,ø,22,glose,Non, Non,3169,1,1,1,1,1,2,1,NA,,3169
3170,de,en,de,de,en,de,de,ø,22,glose,Non, Non,3170,2,1,2,2,1,2,2,NA,,3170
3171,cuenta,cuenta,cuenta,cuenta,cuenta,cuento,cuenta,ø,22,glose,Non, Non,3171,1,1,1,1,1,2,1,NA,,3171
3172,que,que,que,que,quel,que,que,ø,22,glose,Non, Non,3172,2,2,2,2,1,2,2,NA,,3172
3173,fuelos,fuélos,fuélos,fueles,fuélos,fuéles,fuelos,ø,22,glose,Non, Non,3173,1,1,1,2,1,2,1,NA,,3173
3174,coger,coger,coger,coger,coser,coger,cojer,ø,22,glose,Non, Non,3174,1,1,1,1,2,1,1,NA,,3174
3175,conella,con,con,con,con,con,con,ø,22,glose,Non, Non,3175,2,1,1,1,1,1,1,NA,,3175
3176,escudar,escusar,escudar,escudar,escusar,escudar,escudar,ø,22,glose,Oui, Non,3176,2,1,2,2,1,2,2,NA,,3176
3177,enbargadas,enbargadas,enbargadas,enbargadas,enbargadas,alargadas,embargadas,ø,22,glose,Non, Non,3177,1,1,1,1,1,2,1,NA,,3177
3178,por,en,por,en,en,en,por,ø,22,glose,Non, Non,3178,2,1,2,1,1,1,2,NA,,3178
3179,do,commo,do,commo,commo,commo,do,ø,22,glose,Non, Non,3179,2,1,2,1,1,1,2,NA,,3179
3180,que,quel,que,que,quel,que,que,ø,22,glose,Non, Non,3180,2,1,2,2,1,2,2,NA,,3180
3181,diole,diól,dióle,dióle,dióle,dióle,diole,ø,22,glose,Non, Non,3181,2,1,2,2,2,2,2,NA,,3181
3182,el,el,el,el,el,el,al,ø,22,glose,Non, Non,3182,1,1,1,1,1,1,2,NA,,3182
3183,paso,paso,paso,passo,paso,paso,passo,ø,22,glose,Non, Non,3183,1,1,1,2,1,1,2,NA,,3183
3184,desanparo,desanparó,desmanparó,desanparó,desanparó,desanparó,desamparo,ø,22,glose,Non, Non,3184,2,2,1,2,2,2,2,NA,,3184
3185,cerca,açerca,açerca,çerca,çerca,çerca,cerca,ø,22,glose,Non, Non,3185,2,1,1,2,2,2,2,NA,,3185
3186,cuydando,cuydando,cuydando,cuydando,pensando,cuydando,cuydando,ø,22,glose,Oui, Non,3186,2,2,2,2,1,2,2,NA,,3186
3187,esforçarlos,esforçar,efforçarlos,esforçarlos,efforçar,esforçarlos,esforçarlos,ø,22,glose,Non, Non,3187,2,1,2,2,1,2,2,NA,,3187
3188,diziendoles,diziendo,diziéndoles,diziéndoles,diziendo,diziéndoles,diziendoles,ø,22,glose,Non, Non,3188,1,2,1,1,2,1,1,NA,,3188
3189,brauamente,bravamente,bravamente,bravamente,bravamente,bravamente,brauamente,ø,22,glose,Non, Non,3189,2,1,1,1,1,1,2,NA,,3189
3190,conel,él,él,él,él,él,el,ø,22,glose,Non, Non,3190,1,3,3,3,3,3,2,NA,,3190
3191,mataron,matáronlos,matáronlos,matáronlos,matáronlos,ø,mataron,ø,22,glose,Non, Non,3191,1,2,2,2,2,0,1,NA,,3191
3192,tan,tan,tan,tan,tan,tan,ta,ø,22,glose,Non, Non,3192,1,1,1,1,1,1,2,NA,,3192
3193,e,e,a,e,e,e,e,ø,22,glose,Non, Non,3193,1,1,2,1,1,1,1,NA,,3193
3194,desanpararon,desanpararon,desmanpararon,desanpararon,desanpararon,desanpararon,desampararon,ø,22,glose,Non, Non,3194,1,1,2,1,1,1,1,NA,,3194
3195,a,a,a,a,e,a,a,ø,22,glose,Non, Non,3195,2,2,2,2,1,2,2,NA,,3195
3196,poro,él,Poro,Poro,él,Poro,poro,ø,22,glose,Non, Non,3196,1,2,1,1,2,1,1,NA,,3196
3197,firieron,firiéronlo,feriéronlo,firiéronlo,firiéronlo,firiéronlo,firieronlo,ø,22,glose,Non, Non,3197,1,2,2,2,2,2,2,NA,,3197
3198,cauallos,cavallos,cavallos,cavallos,cavalleros,cavallos,cauallos,ø,22,glose,Oui, Non,3198,2,2,2,2,1,2,2,NA,,3198
3199,leuauan,levavan,llevavan,levavan,levavan,levavan,leuauan,ø,22,glose,Non, Non,3199,1,1,2,1,1,1,1,NA,,3199
3200,deJarretaderas,dejarretaderas,dejarretaderas,dejarrederas,dejarretaderas,dejarretaderas,dejarretaderas,ø,22,glose,Non, Non,3200,1,1,1,2,1,1,1,NA,,3200
3201,Jarretauanlos,dejarretávanlos,dejarretávanlos,dejarretávanlos,dejarretávanlos,dejarretávanlos,dejarretauanlos,ø,22,glose,Non, Non,3201,2,1,1,1,1,1,1,NA,,3201
3202,apeose,apeóse,apesóse,apeósse,apeóse,apeóse,apeose,ø,22,glose,Non, Non,3202,1,1,2,1,1,1,1,NA,,3202
3203,llego,llegó,allegó,llegó,llegó,llegó,llego,ø,22,glose,Non, Non,3203,2,2,1,2,2,2,2,NA,,3203
3204,quisole,quísol,quísole,quísole,quísole,quísole,quisole,ø,22,glose,Non, Non,3204,1,2,1,1,1,1,1,NA,,3204
3205,el,el,el,su,la,su,el,ø,22,glose,Non, Non,3205,2,2,2,1,3,1,2,NA,,3205
3206,que,que,que,que,e,que,que,ø,22,glose,Non, Non,3206,2,2,2,2,1,2,2,NA,,3206
3207,conuien,conviene,conviene,conviene,conviene,es,conuiene,ø,22,glose,Non, Non,3207,1,1,1,1,1,2,1,NA,,3207
3208,ø,tý,lo,tí,tý,tý,ø,ø,22,glose,Non, Non,3208,0,2,1,2,2,2,0,NA,,3208
3209,el,al,el,el,el,el,el,ø,22,glose,Non, Non,3209,1,2,1,1,1,1,1,NA,,3209
3210,auentura,ventura,ventura,aventura,ventura,aventura,auentura,ø,22,glose,Non, Non,3210,1,2,2,1,2,1,1,NA,,3210
3211,cayas,cayas,ayas,caygas,cayas,caygas,cayas,ø,22,glose,Non, Non,3211,2,2,1,2,2,2,2,NA,,3211
3212,esta,estas,ø,esta,esta,esta,enesta,ø,22,glose,Non, Non,3212,2,3,0,2,2,2,1,NA,,3212
3213,presunçion,presunpçión,presunçión,presunçión,presunçión,presunçión,presumcion,ø,22,glose,Non, Non,3213,1,1,2,2,2,2,2,NA,,3213
3214,Ca,ca,Ca,ca,que,Ca,Ca,ø,22,glose,Non, Non,3214,1,1,1,1,2,1,1,NA,,3214
3215,dixole,dixo,díxole,díxole,dixo,díxole,dixole,ø,22,glose,Non, Non,3215,1,2,1,1,2,1,1,NA,,3215
3216,tomolo,tomól,tomólo,tomólo,tomólo,tomólo,tomolo,ø,22,glose,Non, Non,3216,1,2,1,1,1,1,1,NA,,3216
3217,ø,levól,ø,ø,levólo,ø,ø,ø,22,glose,Non, Non,3217,0,1,0,0,2,0,0,NA,,3217
